	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205
B55503	3000537.6	2591100.2	3337003.7	3337003.7	3379119.2	1436015.414	1202067.4	1436015.414	1392973.12	1783257.315	3000537.6	1432976.731	1432745.874	1436015.414	1436015.414	1436015.414	1436015.414	1.38E+06	1.38E+06	1.38E+06	1.38E+06	1902394.96	1120863.66	1089952.07	1175053.08	1151910.36	3493423.29	1635408.99	1608618.34	1278591.2	1089952.07	2256768.18	1776210.17	2127111.78	2064094.29	2052247.4	2327952.439	1809468.26	2200412.41	644004.6	2017671.7	985341.8	1450429.4	2273562.99	2256768.18	1432745.874	2336470.928	3138042.8	2273562.99	1305935.09	618297.9	1436015.414	1166463.51	1776337.871	1139074.95	1527047.03	1691122.5	121529.5	644004.6	1124106.71	1116347.59	1528206	2329056.817	711213.7	1052796.5	2636954	711213.7	2057856.7	1436015.414	1129727.7	1036406.1	504015.9	1527047.03	1118203.06	504015.9	1497995.63	1.38E+06	1855547.99	2136778.51	1855547.99	2357680.649	1091852.7	2296951.8	2115925.437	2258673.9	1910435.885	2357680.649	2353087.424	2257798.69	2361339.241	1776210.17	2327952.439	2336470.928	1908955.939	763555.1	2336898.83	2200412.41	1854299.729	2185058.96	2185058.96	0	1116347.59	1481588.1	1481588.1	2246752.74	1118203.06	3458994.25	2110628.762	2591100.2	2886733.7	1880866.08	1758870.6	3127690.4
B29377.b	2296198.7	1578173.2	2579246	2579246	2849016.8	1861542.901	1024109.65	1861542.901	1664697.14	1622157.488	2296198.7	1858509.492	1857862.057	1861542.901	1861542.901	1861542.901	1861542.901	1.16E+06	1.16E+06	1.16E+06	1.16E+06	1664372.62	1005696.67	963353.3	1002686.27	1033835.16	2858039.55	1960933.92	1939374.72	1932753.4	963353.3	1819935.18	670945.28	1742835.48	1695205.12	1690766.14	1442787.216	1620450.48	1281477.52	1671066	910266.1	150236.4	1772290.7	1848195.55	1819935.18	1857862.057	1452556.38	2407613.7	1848195.55	1585970.47	1534070.5	1861542.901	1500327.85	1618585.719	1428499.83	414818.23	1722173.5	1009178.5	1671066	1412450.97	0	1090590.2	1444521.276	1497769.9	1512655.5	1710556.9	1497769.9	1759407.2	1861542.901	1962852.7	115321.2	807057.2	414818.23	24271.32	807057.2	388175.82	1.16E+06	746842.65	1755707.17	746842.65	1453720.929	1640253.3	1783077.8	1173245.167	1259203.73	1681013.207	1453720.929	1449953.786	1258871.02	1456275.029	670945.28	1442787.216	1452556.38	1679077.501	1470197.6	1448941.42	1281477.52	745526.762	1282018.9	1282018.9	1116347.6	0	1328135.4	1328135.4	1826929.43	24271.32	2849041.74	1166353.88	1578173.2	2212674.7	1616979.5	681923.3	2365541.2
B32773	1641844.3	1740808.4	1997686	1997686	1912346	830827.806	327047.1	830827.806	570726.88	319570.357	1641844.3	829150.3236	828352.0766	830827.806	830827.806	830827.806	830827.806	1.70E+05	1.70E+05	1.70E+05	1.70E+05	421830.45	386403.96	428338.71	354590.69	351746.12	2063283.25	797089.69	786587.75	1127953.2	428338.71	800225.61	1511423.04	660305.92	596494.85	583055.24	1305153.84	335946.21	1277295.62	1530147	1668646.9	1366587.3	674865.4	811487.32	800225.61	828352.0766	1309079.652	1789777.2	811487.32	552257.77	1307781.4	830827.806	600602.28	313905.394	546858.23	1432494.74	411570.3	1381504.1	1530147	546986.57	1328135.36	368873.8	1304913.203	1137874.3	751546.5	1603150.9	1137874.3	576631.7	830827.806	1375811.6	1386556.6	1017082.6	1432494.74	1305264.67	1017082.6	1405033.28	1.70E+05	1577524.289	668324.08	1577524.289	1356566.593	879789.8	875835.6	1268708.167	1471770.11	431169.772	1356566.593	1351971.865	1469993.69	1360978.386	1511423.04	1305153.84	1309079.652	429582.078	1039567.8	1315850.09	1277295.62	1577263.321	1240410.65	1240410.65	1481588.1	1328135.36	0	0	784395.67	1305264.67	2018092.33	1268571.881	1740808.4	1514048.2	399584.63	1391525.8	1808506.9
B32774	1641844.3	1740808.4	1997686	1997686	1912346	830827.806	327047.1	830827.806	570726.88	319570.357	1641844.3	829150.3236	828352.0766	830827.806	830827.806	830827.806	830827.806	1.70E+05	1.70E+05	1.70E+05	1.70E+05	421830.45	386403.96	428338.71	354590.69	351746.12	2063283.25	797089.69	786587.75	1127953.2	428338.71	800225.61	1511423.04	660305.92	596494.85	583055.24	1305153.84	335946.21	1277295.62	1530147	1668646.9	1366587.3	674865.4	811487.32	800225.61	828352.0766	1309079.652	1789777.2	811487.32	552257.77	1307781.4	830827.806	600602.28	313905.394	546858.23	1432494.74	411570.3	1381504.1	1530147	546986.57	1328135.36	368873.8	1304913.203	1137874.3	751546.5	1603150.9	1137874.3	576631.7	830827.806	1375811.6	1386556.6	1017082.6	1432494.74	1305264.67	1017082.6	1405033.28	1.70E+05	1577524.289	668324.08	1577524.289	1356566.593	879789.8	875835.6	1268708.167	1471770.11	431169.772	1356566.593	1351971.865	1469993.69	1360978.386	1511423.04	1305153.84	1309079.652	429582.078	1039567.8	1315850.09	1277295.62	1577263.321	1240410.65	1240410.65	1481588.1	1328135.36	0	0	784395.67	1305264.67	2018092.33	1268571.881	1740808.4	1514048.2	399584.63	1391525.8	1808506.9
B54278	915619.5	1465587	1269311.1	1269311.1	1132858.1	1431359.399	1046002.31	1431359.399	1208332.89	561962.721	915619.5	1431095.464	1430406.953	1431359.399	1431359.399	1431359.399	1431359.399	8.64E+05	8.64E+05	8.64E+05	8.64E+05	414523.71	1126055.19	1158591.65	1073645.56	1094844.63	1281834.41	1287514.89	1293053.26	1791940.8	1158591.65	32944.75	1712323.46	124851.69	188258.57	202358.07	1009532.368	519060.44	1090916.73	2307769.3	1768949.8	1915698.2	1272254.3	27105.28	32944.75	1430406.953	1007204.482	1064021.7	27105.28	1235666.67	2085845.2	1431359.399	1331008.4	569214.987	1295813.09	1753859.3	829912.9	2139895.3	2307769.3	1300512.21	1826929.43	768999.9	1008014.888	1911503	1494337.2	1202217.7	1911503	259105.3	1431359.399	2086487.1	1917858.4	1759804.2	1753859.3	1802697.5	1759804.2	1737296.18	8.64E+05	1748620.927	118759.5	1748620.927	1062827.395	1601091.7	184932.6	1155068.456	1327916.3	418981.226	1062827.395	1059955.488	1326030.51	1066337.291	1712323.46	1009532.368	1007204.482	419309.404	1811301.8	1017769.4	1090916.73	1749020.971	1050159.92	1050159.92	2246752.7	1826929.43	784395.7	784395.7	0	1802697.5	1234358.57	1159518.456	1465587	783261.4	405429.11	1575941.5	1106148.1
B29337.a	2274361.3	1564066	2558470.2	2558470.2	2825670.1	1843861.841	1002227.67	1843861.841	1645474.93	1598665.607	2274361.3	1840837.944	1840186.249	1843861.841	1843861.841	1843861.841	1843861.841	1.14E+06	1.14E+06	1.14E+06	1.14E+06	1640436.7	984754.63	942594.81	981008.58	1012647.53	2835685.7	1941562.92	1920126.84	1918690.7	942594.81	1795732.08	664287.91	1718564.38	1670939.14	1666505.67	1423478.838	1596796.8	1262851.96	1666980.2	904471.7	164111.2	1753394.3	1823977.57	1795732.08	1840186.249	1433231.804	2386254.6	1823977.57	1567160.57	1527379.5	1843861.841	1482695.15	1595119.502	1410573.06	409951.34	1700016.8	1009748.1	1666980.2	1394597.86	24271.32	1066447.7	1425198.625	1488352	1496974	1692967.1	1488352	1735224.4	1843861.841	1952422.9	134278.4	798871.5	409951.34	0	798871.5	382215.57	1.14E+06	741207.971	1731435.95	741207.971	1434983.225	1625428	1759111.1	1155182.14	1243826.48	1657100.157	1434983.225	1431183.716	1243465.32	1437575.99	664287.91	1423478.838	1433231.804	1655164.084	1459316.3	1429723.58	1262851.96	739909.8	1262892.01	1262892.01	1118203.1	24271.32	1305264.7	1305264.7	1802697.5	0	2826404.93	1148332.228	1564066	2190367	1592977.42	670690.9	2344677.5
B33369	589141.3	1738008.1	529378	529378	252935.5	2598867.294	2259511.01	2598867.294	2406165.91	1779395.159	589141.3	2599277.277	2598688.947	2598867.294	2598867.294	2598867.294	2598867.294	2.08E+06	2.08E+06	2.08E+06	2.08E+06	1634369.05	2342506.91	2370577.3	2285760.07	2313480.77	85891.48	2416962.36	2429565.07	2972433.2	2370577.3	1217878.42	2489116.29	1359073.48	1422616.96	1436614.87	1511075.956	1739808.19	1680018.4	3540863.3	2426607.9	2969106.2	2450683.8	1207352.33	1217878.42	2598688.947	1501880.217	544020.8	1207352.33	2446637.65	3319257.2	2598867.294	2553300.26	1786910.487	2523818.91	2636279.86	2011243.9	3347249.9	3540863.3	2529613.13	2849041.74	1936126	1508886.475	3143648.1	2717948.7	1411404.6	3143648.1	1468799.5	2598867.294	3285500.5	2956831.4	2961086	2636279.86	2826404.93	2961086	2632383.68	2.08E+06	2487003.522	1351991.03	2487003.522	1530795.309	2814706	1162163.2	1794007.638	1847758.18	1634172.101	1530795.309	1532208.838	1846592.43	1530731.283	2489116.29	1511075.956	1501880.217	1634983.983	3043004.9	1510264.87	1680018.4	2487995.099	1658661.01	1658661.01	3458994.2	2849041.74	2018092.3	2018092.3	1234358.57	2826404.93	0	1801363.359	1738008.1	642191.2	1635201.25	2369101.2	639819.3
B55435	1215409	504892.5	1448285.9	1448285.9	1865315.6	2093350.455	1210721.14	2093350.455	1833879.17	1364406.134	1215409	2091420.168	2090620.551	2093350.455	2093350.455	2093350.455	2093350.455	1.16E+06	1.16E+06	1.16E+06	1.16E+06	1294240.51	1274336.43	1266111.08	1217685.66	1270679.35	1791292.82	2062086.46	2053214.08	2350036.3	1266111.08	1133945.18	688223.93	1155087.27	1148985.71	1156031.45	295540.129	1331385.97	123609.85	2484028.1	649185	1310621.8	1941583.3	1165795.16	1133945.18	2090620.551	305290.762	1300341.1	1165795.16	1800769.05	2284118.2	2093350.455	1807244.06	1366616.607	1736065.78	860478.12	1624341.9	1989340.8	2484028.1	1728384.39	1166353.88	907614.8	297621.262	2164258.3	1920502.9	545647.4	2164258.3	1270309	2093350.455	2535156.6	1281669.1	1638376.6	860478.12	1148332.23	1638376.6	863662.8	1.16E+06	687119.845	1166270.36	687119.845	292820.05	2065479	1013206.6	7474.056	203217.28	1312573.491	292820.05	289649.404	201432.89	294737.661	688223.93	295540.129	305290.762	1311080.997	2088977.8	298730.52	123609.85	688053.279	143334.92	143334.92	2110628.8	1166353.88	1268571.9	1268571.9	1159518.46	1148332.23	1801363.36	0	504892.5	1165349	1241028.99	573394.3	1240360.7
A36181	1166682.8	0	1278548.7	1278548.7	1867524.7	2571321.84	1710841.7	2571321.84	2311113.11	1789981.713	1166682.8	2569579.42	2568780.097	2571321.84	2571321.84	2571321.84	2571321.84	1.65E+06	1.65E+06	1.65E+06	1.65E+06	1696361.72	1776683.58	1769735.67	1719047.5	1771721.12	1704083.74	2521765.83	2515268.41	2843148.6	1769735.67	1434821.56	968064.86	1498020.88	1509584.3	1520037.31	464825.23	1752102.15	464847.53	2986309.5	800519.2	1727939.7	2415453.6	1463424.08	1434821.56	2568780.097	465008.301	1194978	1463424.08	2284530.84	2788012.6	2571321.84	2299929.22	1793412.738	2230359.93	1205854.52	2066849.1	2470629.6	2986309.5	2223492.27	1578173.19	1392144	465932.953	2669143.2	2418664.8	334052.7	2669143.2	1636245.8	2571321.84	3036948.8	1691201.2	2131197	1205854.52	1564066.03	2131197	1220298.86	1.65E+06	924406.503	1506847.61	924406.503	409689.175	2562831	1289851.7	501749.367	332493.18	1713258.402	409689.175	413345.723	333409.56	405693.169	968064.86	464825.23	465008.301	1712053.05	2593727	455264.39	464847.53	925769.38	500552.7	500552.7	2591100.2	1578173.19	1740808.4	1740808.4	1465586.98	1564066.03	1738008.08	504892.523	0	1172691.7	1647259.64	906155.5	1105659.3
B33013	132364.6	1172691.7	487928.5	487928.5	708174.6	2214473.31	1707014.95	2214473.31	1987750.18	1340180.938	132364.6	2214180.478	2213488.123	2214473.31	2214473.31	2214473.31	2214473.31	1.54E+06	1.54E+06	1.54E+06	1.54E+06	1194078.16	1791416.38	1813584.22	1731008.73	1765941.93	645451.45	2068095.8	2074577.95	2572978.8	1813584.22	755632.84	1851166.02	898615.2	954937.28	970386.58	880594.089	1296162.86	1045926.26	3040123.5	1801031.4	2336165.3	2054897.8	760365.92	755632.84	2213488.123	871842.827	281042	760365.92	2009539.19	2818027.1	2214473.31	2095081.66	1347183.612	2052331.69	1994177.12	1613156.4	2770908.3	3040123.5	2054876.99	2212674.75	1360156.7	878384.23	2651142	2255239.4	838782.3	2651142	1042354.7	2214473.31	2861230.3	2321891	2383441.3	1994177.12	2190367.03	2383441.3	1990193.8	1.54E+06	1852420.665	896545.75	1852420.665	906201.39	2370465.2	643023.2	1158089.938	1229255.74	1200245.548	906201.39	907021.041	1227922.26	906703.807	1851166.02	880594.089	871842.827	1200418.817	2553405	880949.76	1045926.26	1853363.639	1022079.86	1022079.86	2886733.7	2212674.75	1514048.2	1514048.2	783261.39	2190367.03	642191.24	1165348.968	1172691.7	0	1176839.31	1729188.4	330304.8
ABTC119851	1308451	1647259.6	1664751	1664751	1517821.1	1046693.99	701451.13	1046693.99	811730.99	167070.199	1308451	1046097.081	1045369.824	1046693.99	1046693.99	1046693.99	1046693.99	5.17E+05	5.17E+05	5.17E+05	5.17E+05	55047.26	773180.65	811511.54	730036.97	739441.12	1685189.7	927953.27	929026.31	1397696.9	811511.54	427595.83	1654374.83	281959.03	222271.96	206924.32	1184223.596	122424.33	1210400.77	1905713.4	1764705.7	1680489.3	884706	431694.59	427595.83	1045369.824	1185205.929	1457601.1	431694.59	833271.47	1684262.8	1046693.99	925692.82	173432.332	890689.31	1634720.87	455974.6	1779753.2	1905713.4	895678.79	1616979.5	529879.3	1183324.992	1508476.8	1088912.3	1441484.3	1508476.8	177050.7	1046693.99	1685012.3	1692256.8	1410653.7	1634720.87	1592977.42	1410653.7	1612060.71	5.17E+05	1707155.457	286739.49	1707155.457	1239269.282	1196948.7	537123.6	1238799.329	1436075.48	74062.135	1239269.282	1235316.062	1434170.14	1243443.776	1654374.83	1184223.596	1185205.929	72309.73	1407918.3	1194256.62	1210400.77	1707224.519	1169348.16	1169348.16	1880866.1	1616979.5	399584.6	399584.6	405429.11	1592977.42	1635201.25	1241028.987	1647259.6	1176839.3	0	1522107.5	1490972.9
B54778	1786033.1	906155.5	2020123.7	2020123.7	2419376.8	2134102.574	1197331.2	2134102.574	1891402.47	1597192.447	1786033.1	2131547.526	2130785.034	2134102.574	2134102.574	2134102.574	2134102.574	1.24E+06	1.24E+06	1.24E+06	1.24E+06	1576867.8	1228630.32	1201564.16	1190613.5	1240782.55	2361914.23	2164520.21	2149141.68	2310323.4	1201564.16	1557495.6	136384.16	1533500.66	1506788.13	1508749.92	868919.233	1576941.5	696973.38	2243954.4	297361.6	832025	2005167.5	1589516.55	1557495.6	2130785.034	878653.041	1873649.5	1589516.55	1833952.52	2072641.8	2134102.574	1795678.9	1596721.495	1719327.86	302066.42	1798246.3	1643169.3	2243954.4	1706973.84	681923.27	1038356.4	871005.829	1992077.6	1866178.9	1083656.9	1992077.6	1609227.7	2134102.574	2423377.5	791699.7	1355434.5	302066.42	670690.87	1355434.5	314386.44	1.24E+06	186992.445	1546270.25	186992.445	862332.012	2010120.8	1468465.4	580867.224	605067.29	1595820.126	862332.012	859656.13	605159.66	863688.013	136384.16	868919.233	878653.041	1593992.792	1938008.4	871908.7	696973.38	186872.671	713126.29	713126.29	1758870.6	681923.27	1391525.8	1391525.8	1575941.52	670690.87	2369101.15	573394.254	906155.5	1729188.4	1522107.45	0	1813311.7
B33205	204273	1105659.3	214416.8	214416.8	809923.7	2534404.225	1974067.43	2534404.225	2302603.63	1656390.657	204273	2533998.096	2533291.879	2534404.225	2534404.225	2534404.225	2534404.225	1.82E+06	1.82E+06	1.82E+06	1.82E+06	1511951.37	2058151.1	2076179.58	1996256.28	2035227.64	599352.57	2393402.29	2399177.1	2888644.6	2076179.58	1077181.74	1922535.53	1217340.47	1270886.23	1286358.58	945056.775	1611965.37	1116786.57	3322713.9	1831134.6	2498829.6	2373700.9	1084372.49	1077181.74	2533291.879	935245.603	104784.3	1084372.49	2319968.93	3101621.9	2534404.225	2399140.01	1663198.782	2352588.34	2098911.93	1934357.2	3009294.9	3322713.9	2354032.82	2365541.24	1616858.5	943013.421	2939405.7	2556762.3	787688.4	2939405.7	1364822.5	2534404.225	3170205.6	2478578.5	2623925.3	2098911.93	2344677.52	2623925.3	2100027.5	1.82E+06	1909458.339	1216329.02	1909458.339	951977.746	2676663.7	953857.9	1232890.072	1250488.22	1519284.204	951977.746	954400.518	1249567.53	950922.542	1922535.53	945056.775	935245.603	1519333.458	2843448.6	941630.22	1116786.57	1910572.537	1104151.55	1104151.55	3127690.4	2365541.24	1808506.9	1808506.9	1106148.12	2344677.52	639819.3	1240360.688	1105659.3	330304.8	1490972.95	1813311.7	0
