	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205
B53877	1837466.8	800519.2	2026530.5	2026530.5	2506600	2426832.248	1489837.78	2426832.248	2181621.54	1853910.09	1837466.8	2424323.161	2423555.217	2426832.248	2426832.248	2426832.248	2426832.248	1.52E+06	1.52E+06	1.52E+06	1.52E+06	1819752.81	1523748.6	1497548.33	1484184.06	1534942.46	2408771.27	2450588.65	2435998.84	2607516.7	1497548.33	1746902.23	241474.81	1742592.58	1723579.48	1727469.73	920587.54	1830139.28	759916.05	2526432.7	0	1055108.1	2295235.9	1779180.31	1746902.23	2423555.217	929242.273	1904514	1779180.31	2126288.76	2360524.8	2426832.248	2091118.38	1854101.67	2014836.85	495654.72	2070205.8	1905296.7	2526432.7	2002695.26	910266.06	1307434.2	922798.569	2284855.4	2163334.4	1054944.6	2284855.4	1834280.9	2426832.248	2719404.6	1008743.6	1637375.4	495654.72	904471.73	1637375.4	522293.67	1.52E+06	163454.6	1754880.66	163454.6	896385.447	2307388.4	1640533.4	655776.358	581159.85	1838766.233	896385.447	895199.127	582167.93	896268.926	241474.81	920587.54	929242.273	1837014.627	2232700.6	920082.64	759916.05	164782.689	789538.67	789538.67	2017671.7	910266.06	1668646.9	1668646.9	1768949.76	904471.73	2426607.91	649185.021	800519.2	1801031.4	1764705.68	297361.6	1831134.6
B41644	2423385.8	1727939.7	2712938.4	2712938.4	2960464.5	1836439.036	1049909.23	1836439.036	1654991.58	1671391.134	2423385.8	1833331.979	1832724.902	1836439.036	1836439.036	1836439.036	1836439.036	1.20E+06	1.20E+06	1.20E+06	1.20E+06	1725405.07	1019701.6	975718.95	1025971.33	1050498.35	2980786.06	1951581.48	1928843.71	1878600.1	975718.95	1910823.46	817400.91	1825486.31	1774891.48	1769358.85	1583208.206	1673559.07	1424113.71	1561171.2	1055108.1	0	1758882.7	1938013.61	1910823.46	1832724.902	1592917.005	2537994	1938013.61	1572562.31	1436930.1	1836439.036	1476433.37	1667254.185	1407674.81	559665.15	1747261.1	882983.6	1561171.2	1391058.88	150236.44	1162699.1	1584892.195	1415502.3	1472386.5	1855708.3	1415502.3	1830774.6	1836439.036	1884902.7	51576.7	723491	559665.15	164111.17	723491	534611.03	1.20E+06	891705.303	1838157.61	891705.303	1595966.397	1592785.4	1883410.4	1317410.245	1407932.83	1741238.685	1595966.397	1592103.896	1407569.69	1598634.06	817400.91	1583208.206	1592917.005	1739321.461	1396778.1	1589668.18	1424113.71	890364.743	1423125.16	1423125.16	985341.8	150236.44	1366587.3	1366587.3	1915698.21	164111.17	2969106.24	1310621.847	1727939.7	2336165.3	1680489.34	832025	2498829.6
B46630	2187151.7	2415453.6	2541548.7	2541548.7	2290318.4	162945.499	809653.25	162945.499	113802.93	718060.93	2187151.7	162062.6317	161310.2182	162945.499	162945.499	162945.499	162945.499	7.87E+05	7.87E+05	7.87E+05	7.87E+05	861760.42	792031.46	827942.22	819496.68	773036.59	2511489.5	197171.57	172258.92	523038.5	827942.22	1299303.46	2112114.24	1156799.64	1102925.88	1087464.68	1975721.872	762682.33	1952152.69	1204436.7	2295235.9	1758882.7	0	1296038.45	1299303.46	161310.2182	1979198.317	2335886.6	1296038.45	186511.97	1008433.4	162945.499	299557.78	711451.154	356492.77	1985087.09	444315.1	1393654.7	1204436.7	373657.5	1772290.67	1035245.8	1975375.705	830085.3	399876.9	2267009.1	830085.3	1013759.3	162945.499	837454.6	1794056	1154117	1985087.09	1753394.33	1154117	1954169.74	7.87E+05	2185467.117	1158450.29	2185467.117	2027977.44	414491.2	1420771	1941952.167	2144597.53	854818.552	2027977.44	2023448.505	2142843.33	2032379.193	2112114.24	1975721.872	1979198.317	854698.758	737670.9	1986380.77	1952152.69	2184986.503	1915175.34	1915175.34	1450429.4	1772290.67	674865.4	674865.4	1272254.34	1753394.33	2450683.83	1941583.32	2415453.6	2054897.8	884706.02	2005167.5	2373700.9
B54257	892726.7	1463424.1	1245757.5	1245757.5	1105929.2	1454789.13	1072653.74	1454789.13	1233034.97	587218.212	892726.7	1454555.562	1453870.948	1454789.13	1454789.13	1454789.13	1454789.13	8.90E+05	8.90E+05	8.90E+05	8.90E+05	439711.2	1152818.95	1185231.73	1100262.35	1121664.3	1255007.21	1309031.41	1314899.37	1816199	1185231.73	32280.54	1725873.18	151758.16	215276.16	229294.9	1009497.839	544537.74	1094771.28	2334612.3	1779180.3	1938013.6	1296038.5	0	32280.54	1453870.948	1006911.434	1040890	0	1261085.89	2112712.4	1454789.13	1357096.96	594504.104	1322246.14	1770729.53	853190.9	2166589.4	2334612.3	1327019.33	1848195.55	793516.8	1007937.523	1938263.9	1520536.1	1195928.1	1938263.9	282349.8	1454789.13	2111645.4	1939747.9	1786294.4	1770729.53	1823977.57	1786294.4	1754512.75	8.90E+05	1761143.512	145288.33	1761143.512	1062399.408	1626785.7	176530.6	1161209.031	1331702	443712.179	1062399.408	1059628.116	1329823.54	1065839.676	1725873.18	1009497.839	1006911.434	444089.252	1838027.1	1017548.13	1094771.28	1761562.425	1054228.57	1054228.57	2273563	1848195.55	811487.3	811487.3	27105.28	1823977.57	1207352.33	1165795.157	1463424.1	760365.9	431694.59	1589516.5	1084372.5
B54288	887932	1434821.6	1242403.4	1242403.4	1122360.6	1458873.747	1055110.66	1458873.747	1233891.79	586714.318	887932	1458569.383	1457875.755	1458873.747	1458873.747	1458873.747	1458873.747	8.74E+05	8.74E+05	8.74E+05	8.74E+05	439627.07	1135908.53	1167587.75	1082523.56	1105138.99	1263725.49	1317114.81	1322354.14	1818188.4	1167587.75	0	1693844.95	145642.67	207049.85	221863.4	979769.789	543349.54	1063534.83	2326272.4	1746902.2	1910823.5	1299303.5	32280.54	0	1457875.755	977306.339	1036589.9	32280.54	1259709.15	2104188.4	1458873.747	1353154.38	593884.288	1316677.91	1739652.38	857764.7	2149075.2	2326272.4	1321049.72	1819935.18	769792.1	978229.551	1930596.6	1516071.4	1169986.7	1930596.6	287653.2	1458873.747	2111007.2	1912094.7	1767781.1	1739652.38	1795732.08	1767781.1	1723584.65	8.74E+05	1728970.081	141798.49	1728970.081	1032864.526	1624368	152072.6	1129386.706	1300499.55	444975.099	1032864.526	1030044.158	1298618.72	1036339.126	1693844.95	979769.789	977306.339	445212.949	1830624.3	987909.51	1063534.83	1729391.073	1022924.62	1022924.62	2256768.2	1819935.18	800225.6	800225.6	32944.75	1795732.08	1217878.42	1133945.182	1434821.6	755632.8	427595.83	1557495.6	1077181.7
ABTC113312	2345803.4	2568780.1	2699624.8	2699624.8	2432635.7	3723.12	933735	3723.12	257677.21	878540.361	2345803.4	799.9914	0	3723.12	3723.12	3723.12	3723.12	9.30E+05	9.30E+05	9.31E+05	9.31E+05	1021442.67	905774.09	937791.22	940276.49	890842.85	2660997.02	227010.72	202800.93	375157.5	937791.22	1457875.76	2233375.67	1316047.17	1262851.42	1247405.67	2132181.113	923195.53	2104722.54	1118106.3	2423555.2	1832724.9	161310.2	1453870.95	1457875.76	0	2135835.271	2494378.5	1453870.95	297556.85	937802.3	3723.12	357542.51	872005.172	430184.72	2094267.89	600782.5	1388633.7	1118106.3	445833.26	1857862.06	1183054.5	2131877.428	768288.1	391626.3	2425462.7	768288.1	1171525	3723.12	701308.7	1870791.7	1189507.3	2094267.89	1840186.25	1189507.3	2062743.2	9.30E+05	2308461.128	1317416.43	2308461.128	2184080.235	347491.6	1580902.2	2091220.643	2293271.7	1014039.922	2184080.235	2179519.01	2291540.45	2188487.683	2233375.67	2132181.113	2135835.271	1013973.869	686037	2142858.11	2104722.54	2307917.61	2068252.26	2068252.26	1432745.9	1857862.06	828352.1	828352.1	1430406.95	1840186.25	2598688.95	2090620.551	2568780.1	2213488.1	1045369.82	2130785	2533291.9
B55292	913909.6	465008.3	1143908.3	1143908.3	1577694.7	2138169.026	1327028.68	2138169.026	1878786.22	1331694.706	913909.6	2136629.977	2135835.271	2138169.026	2138169.026	2138169.026	2138169.026	1.24E+06	1.24E+06	1.24E+06	1.24E+06	1233430.24	1401102.37	1402127.9	1339946.71	1390282.55	1489111.32	2074372.31	2069389.71	2429570.3	1402127.9	977306.34	991576.74	1034142.89	1044661.04	1055052.22	9886.891	1292681.18	181685.53	2656337.4	929242.3	1592917	1979198.3	1006911.43	977306.34	2135835.271	0	995346.7	1006911.43	1859907.49	2447232.3	2138169.026	1889173.47	1335470.534	1823496.38	1164244.39	1612973.4	2215011.7	2656337.4	1818477.13	1452556.38	982159.8	8036.425	2312175.6	2019591.5	310301.2	2312175.6	1171292	2138169.026	2646459.3	1567416.7	1847658.1	1164244.39	1433231.8	1847658.1	1166266.28	1.24E+06	985522.881	1043232.36	985522.881	55796.371	2160452	836766.4	297816.709	366471.94	1250062.741	55796.371	52754.506	364906.46	59546.884	991576.74	9886.891	0	1248901.182	2229023.6	10932.68	181685.53	986537.258	171383.34	171383.34	2336470.9	1452556.38	1309079.7	1309079.7	1007204.48	1433231.8	1501880.22	305290.762	465008.3	871842.8	1185205.93	878653	935245.6
B33180	149170.1	1194978	208054.7	208054.7	706024.1	2495348.944	1970901.51	2495348.944	2268711.38	1621169.019	149170.1	2495069.267	2494378.532	2495348.944	2495348.944	2495348.944	2495348.944	1.81E+06	1.81E+06	1.81E+06	1.81E+06	1475116.96	2055261.6	2075371.56	1994025.39	2031012.5	510185.98	2347413.11	2354248.22	2854004.7	2075371.56	1036589.94	1986446.39	1179654.54	1235826.33	1251282.99	1005010.591	1577118.32	1176871.06	3312136.9	1904514	2537994	2335886.6	1040890.01	1036589.94	2494378.532	995346.683	0	1040890.01	2289976.13	3090365	2495348.944	2374177.97	1628160.679	2330349.49	2154557.97	1893930	3020687.9	3312136.9	2332559.48	2407613.71	1618009.2	1002900.455	2925268.5	2533703.6	871381.5	2925268.5	1323062.3	2495348.944	3141549.5	2519637.1	2634036.2	2154557.97	2386254.64	2634036.2	2154269.81	1.81E+06	1976840.63	1177578.08	1976840.63	1016628.652	2650151.5	922695.7	1292872.413	1323367.82	1481276.478	1016628.652	1018691.197	1322349.64	1015937.117	1986446.39	1005010.591	995346.683	1481453.086	2828166.6	1002492.74	1176871.06	1977916.877	1161242.42	1161242.42	3138042.8	2407613.71	1789777.2	1789777.2	1064021.69	2386254.64	544020.79	1300341.08	1194978	281042	1457601.06	1873649.5	104784.3
B54256	892726.7	1463424.1	1245757.5	1245757.5	1105929.2	1454789.13	1072653.74	1454789.13	1233034.97	587218.212	892726.7	1454555.562	1453870.948	1454789.13	1454789.13	1454789.13	1454789.13	8.90E+05	8.90E+05	8.90E+05	8.90E+05	439711.2	1152818.95	1185231.73	1100262.35	1121664.3	1255007.21	1309031.41	1314899.37	1816199	1185231.73	32280.54	1725873.18	151758.16	215276.16	229294.9	1009497.839	544537.74	1094771.28	2334612.3	1779180.3	1938013.6	1296038.5	0	32280.54	1453870.948	1006911.434	1040890	0	1261085.89	2112712.4	1454789.13	1357096.96	594504.104	1322246.14	1770729.53	853190.9	2166589.4	2334612.3	1327019.33	1848195.55	793516.8	1007937.523	1938263.9	1520536.1	1195928.1	1938263.9	282349.8	1454789.13	2111645.4	1939747.9	1786294.4	1770729.53	1823977.57	1786294.4	1754512.75	8.90E+05	1761143.512	145288.33	1761143.512	1062399.408	1626785.7	176530.6	1161209.031	1331702	443712.179	1062399.408	1059628.116	1329823.54	1065839.676	1725873.18	1009497.839	1006911.434	444089.252	1838027.1	1017548.13	1094771.28	1761562.425	1054228.57	1054228.57	2273563	1848195.55	811487.3	811487.3	27105.28	1823977.57	1207352.33	1165795.157	1463424.1	760365.9	431694.59	1589516.5	1084372.5
B48315	2140808.8	2284530.8	2497446.3	2497446.3	2302519.8	300763.083	636646.16	300763.083	89858.13	673949.772	2140808.8	298333.4846	297556.8467	300763.083	300763.083	300763.083	300763.083	6.38E+05	6.38E+05	6.38E+05	6.38E+05	821460.93	612126.93	646265.26	643977.7	595434.77	2502584.95	380256.78	356721.56	578361.3	646265.26	1259709.15	1937767.6	1114294.63	1055542.15	1040181.42	1855740.043	716606.85	1819755.68	1132104.3	2126288.8	1572562.3	186512	1261085.89	1259709.15	297556.8467	1859907.485	2289976.1	1261085.89	0	921879	300763.083	140315	666627.133	177407.97	1804247.78	447669.9	1240342.4	1132104.3	194457.27	1585970.47	893829.5	1855560.182	739571.9	289664.2	2155351.7	739571.9	983603.6	300763.083	851772.3	1607591.6	979152.3	1804247.78	1567160.57	979152.3	1773069.33	6.38E+05	2012331.719	1118005.04	2012331.719	1906534.5	368069.8	1367610.2	1801633.233	2002811.97	818524.602	1906534.5	1901894.67	2001106.82	1910948.825	1937767.6	1855740.043	1859907.485	817985.269	640308.9	1866446.76	1819755.68	2011806.385	1784231.03	1784231.03	1305935.1	1585970.47	552257.8	552257.8	1235666.67	1567160.57	2446637.65	1800769.051	2284530.8	2009539.2	833271.47	1833952.5	2319968.9
B49330	2943805.2	2788012.6	3297457.8	3297457.8	3196044.6	940340.269	1139143.24	940340.269	991911	1546787.115	2943805.2	937778.4087	937802.3424	940340.269	940340.269	940340.269	940340.269	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1688089.15	1057970.94	1049814.92	1120790.68	1075801.1	3367650.94	1161902.12	1136120.82	695075.8	1049814.92	2104188.35	2126156.9	1960993.51	1897818.47	1883511.24	2440300.539	1583754.17	2347603.27	222368.5	2360524.8	1436930.1	1008433.4	2112712.38	2104188.35	937802.3424	2447232.254	3090365	2112712.38	921878.99	0	940340.269	791174.39	1539264.701	804051.93	1905462.01	1365302.9	640748.2	222368.5	795836.51	1534070.51	1501634.2	2440871.547	182343.5	632218.2	2757527.8	182343.5	1853744.8	940340.269	511445.1	1487368.1	731291.7	1905462.01	1527379.55	731291.7	1873215.14	1.28E+06	2208484.49	1967656.7	2208484.49	2480960.818	596658.1	2183298.1	2287775.14	2463449.7	1690145.006	2480960.818	2476137.736	2462174.53	2485127.148	2126156.9	2440300.539	2447232.254	1689147.598	282774.9	2450463.74	2347603.27	2207448.444	2322434.06	2322434.06	618297.9	1534070.51	1307781.4	1307781.4	2085845.19	1527379.55	3319257.22	2284118.171	2788012.6	2818027.1	1684262.83	2072641.8	3101621.9
ABTC113313	2346794.3	2571321.8	2700546.4	2700546.4	2432524.2	0	937021.59	0	260208.89	879832.926	2346794.3	3203.4856	3723.1201	0	0	0	0	9.33E+05	9.33E+05	9.33E+05	9.33E+05	1022597.91	909199.96	941264.33	943613.66	894215.76	2661261.27	225022.95	200988.01	375344.3	941264.33	1458873.75	2236761.18	1317131.73	1264033.83	1248590.96	2134527.568	924492.64	2107296.83	1120276.3	2426832.2	1836439	162945.5	1454789.13	1458873.75	3723.1201	2138169.026	2495348.9	1454789.13	300763.08	940340.3	0	361227.04	873312.771	433830.25	2097794.29	601655.8	1392036.5	1120276.3	449490.58	1861542.9	1185800.9	2134220.858	771034.6	395195.6	2427648.4	771034.6	1172448.3	0	701986.2	1874500.3	1193184.7	2097794.29	1843861.84	1193184.7	2066274.96	9.33E+05	2311822.713	1318465.5	2311822.713	2186452.1	350418	1582111.1	2093941.35	2296019.26	1015133.896	2186452.1	2181893.013	2294287.1	2190859.215	2236761.18	2134527.568	2138169.026	1015074.676	688979.5	2145203.41	2107296.83	2311280.124	2070800.38	2070800.38	1436015.4	1861542.9	830827.8	830827.8	1431359.4	1843861.84	2598867.29	2093350.455	2571321.8	2214473.3	1046693.99	2134102.6	2534404.2
B48221	2225249	2299929.2	2582152.4	2582152.4	2416849.8	361227.04	609327.66	361227.04	226570.84	774126.687	2225249	358187.3022	357542.5093	361227.04	361227.04	361227.04	361227.04	6.51E+05	6.51E+05	6.52E+05	6.52E+05	920288.22	567434.28	594524.53	610453.03	558151.73	2606756.24	496289.45	470751.74	543237.6	594524.53	1353154.38	1892773.49	1207575.9	1146739.83	1131638.77	1884350.974	814626.67	1835702.3	1005273.6	2091118.4	1476433.4	299557.8	1357096.96	1353154.38	357542.5093	1889173.474	2374178	1357096.96	140315	791174.4	361227.04	0	766630.186	76418.3	1743784.37	574150.2	1102710.6	1005273.6	90035.61	1500327.85	909692.8	1884335.718	609039.9	164829.3	2190442.8	609039.9	1085138.7	361227.04	775450.3	1513943.7	854725.4	1743784.37	1482695.15	854725.4	1711937.01	6.51E+05	1969577.377	1212402.87	1969577.377	1933421.879	279333.4	1452079.6	1808689.479	2007089.91	919505.384	1933421.879	1928696.31	2005451.25	1937825.309	1892773.49	1884350.974	1889173.474	918759.436	508463.4	1895045.14	1835702.3	1968963.242	1801963.17	1801963.17	1166463.5	1500327.85	600602.3	600602.3	1331008.4	1482695.15	2553300.26	1807244.065	2299929.2	2095081.7	925692.82	1795678.9	2399140
ABTC119904	1479097.7	1793412.7	1834880	1834880	1656779.9	873312.771	640131.16	873312.771	640574.45	7534.478	1479097.7	872730.7331	872005.172	873312.771	873312.771	873312.771	873312.771	4.69E+05	4.69E+05	4.69E+05	4.69E+05	154834.34	699909.88	742160.26	667979.36	665215.75	1840143.2	757687.94	757791.7	1226004.4	742160.26	593884.29	1725094.31	449031.89	392559.64	377083.37	1333804.423	51255.97	1346715.58	1759256.7	1854101.7	1667254.2	711451.2	594504.1	593884.29	872005.172	1335470.534	1628160.7	594504.1	666627.13	1539264.7	873312.771	766630.19	0	738013.09	1680124.3	285407.3	1680941.5	1759256.7	744673.53	1618585.72	565872.6	1333049.81	1360818.6	931132.8	1601191.7	1360818.6	318543.4	873312.771	1517291.3	1684182.2	1324927.8	1680124.3	1595119.5	1324927.8	1655137.54	4.69E+05	1783493.512	452086.95	1783493.512	1388460.841	1032965.5	709611.2	1365054.059	1565789.9	152884.531	1388460.841	1384327.745	1563906.2	1392722.917	1725094.31	1333804.423	1335470.534	152165.606	1259659.6	1344074.41	1346715.58	1783434.153	1306353.62	1306353.62	1776337.9	1618585.72	313905.4	313905.4	569214.99	1595119.5	1786910.49	1366616.607	1793412.7	1347183.6	173432.33	1596721.5	1663198.8
B48236	2181718	2230359.9	2538403.9	2538403.9	2393769.7	433830.253	534589.2	433830.253	267145.76	745547.41	2181718	430856.9162	430184.7226	433830.253	433830.253	433830.253	433830.253	5.85E+05	5.85E+05	5.85E+05	5.85E+05	889479.58	491242.8	518111.13	535010.23	482493.55	2575365.9	553351.36	528735.58	614052.2	518111.13	1316677.91	1816360.55	1171541.91	1109684.82	1094814.55	1818491.2	784173.04	1766581.9	1022421.2	2014836.9	1407674.8	356492.8	1322246.14	1316677.91	430184.7226	1823496.377	2330349.5	1322246.14	177407.97	804051.9	433830.253	76418.3	738013.088	0	1668034.02	570767.5	1068942.1	1022421.2	17202.43	1428499.83	842296.6	1818522.946	623903.7	204702.9	2126222.2	623903.7	1055157.8	433830.253	831393	1444381	801786.5	1668034.02	1410573.06	801786.5	1636236.61	5.85E+05	1893159.712	1177054.34	1893159.712	1867029.027	337793.4	1409972.8	1737628.216	1935348.26	890178.408	1867029.027	1862284.111	1933723.27	1871425.298	1816360.55	1818491.2	1823496.377	889294.576	522588	1829170.97	1766581.9	1892545.384	1733303.76	1733303.76	1139074.9	1428499.83	546858.2	546858.2	1295813.09	1410573.06	2523818.91	1736065.783	2230359.9	2052331.7	890689.31	1719327.9	2352588.3
B54436	2059640.8	1205854.5	2308152.5	2308152.5	2670884.7	2097794.291	1182372.64	2097794.291	1872279.09	1681928.585	2059640.8	2094987.514	2094267.885	2097794.291	2097794.291	2097794.291	2097794.291	1.27E+06	1.27E+06	1.27E+06	1.27E+06	1687636.7	1193057.73	1157982.67	1168821.55	1212833.66	2633893.21	2159824.75	2141475.15	2226781.6	1157982.67	1739652.38	258380.39	1693833.46	1658014.01	1657384.53	1154387.413	1669103.57	983439.26	2058441.3	495654.7	559665.1	1985087.1	1770729.53	1739652.38	2094267.885	1164244.388	2154558	1770729.53	1804247.78	1905462	2097794.291	1743784.37	1680124.303	1668034.02	0	1843812.3	1416930.4	2058441.3	1653749.09	414818.23	1115216.1	1156391.432	1847590.1	1788622.3	1383295.3	1847590.1	1746809.6	2097794.291	2299724.1	513999.1	1174723	0	409951.34	1174723	32843.15	1.27E+06	332200.531	1706896.42	332200.531	1152821.551	1926928.9	1669642.6	867901.542	906913.14	1706034.063	1152821.551	1149817.132	906974.6	1154520.188	258380.39	1154387.413	1164244.388	1704121.267	1806379.8	1158363.04	983439.26	330872.224	994766.42	994766.42	1527047	414818.23	1432494.7	1432494.7	1753859.3	409951.34	2636279.86	860478.121	1205854.5	1994177.1	1634720.87	302066.4	2098911.9
B48426	1745506.2	2066849.1	2098936.7	2098936.7	1859055.5	601655.826	698818.77	601655.826	396077.95	290790.162	1745506.2	601461.2615	600782.5022	601655.826	601655.826	601655.826	601655.826	5.78E+05	5.78E+05	5.78E+05	5.78E+05	425278.05	729773.02	774305.42	721710.71	697732.72	2070389.39	472359.83	473051.76	966950.4	774305.42	857764.71	1920280.23	717270.26	666464.37	651149.05	1610855.847	334542.47	1613773.96	1578278.1	2070205.8	1747261.1	444315.1	853190.87	857764.71	600782.5022	1612973.392	1893930	853190.87	447669.92	1365302.9	601655.826	574150.2	285407.338	570767.45	1843812.25	0	1609355.2	1578278.1	582576.45	1722173.54	762777.6	1610199.848	1183104.7	734978.8	1883914.5	1183104.7	570886.3	601655.826	1274344.2	1771780	1289352.5	1843812.25	1700016.77	1289352.5	1816163.28	5.78E+05	1984828.716	718033.15	1984828.716	1665099.212	811009.8	984522.4	1623388.266	1826012.21	416131.838	1665099.212	1660853.554	1824157.86	1669410.098	1920280.23	1610855.847	1612973.392	416244.171	1082613.1	1621256.71	1613773.96	1984615.016	1574186.08	1574186.08	1691122.5	1722173.54	411570.3	411570.3	829912.93	1700016.77	2011243.86	1624341.894	2066849.1	1613156.4	455974.58	1798246.3	1934357.2
B55501	2883845.1	2470629.6	3219032	3219032	3271268.7	1392036.489	1093995.89	1392036.489	1328866.77	1687723.2	2883845.1	1388925.787	1388633.738	1392036.489	1392036.489	1392036.489	1392036.489	1.28E+06	1.28E+06	1.28E+06	1.28E+06	1803186.75	1014090.79	981487.87	1066556.29	1045936.76	3380554.08	1583092.33	1556401.63	1265417.7	981487.87	2149075.24	1663849.34	2021305.08	1958618.88	1947083.88	2206484.156	1712357.02	2078911.44	704640	1905296.7	882983.6	1393654.7	2166589.37	2149075.24	1388633.738	2215011.651	3020687.9	2166589.37	1240342.4	640748.2	1392036.489	1102710.57	1680941.532	1068942.1	1416930.37	1609355.2	0	704640	1053266.59	1009178.54	1413937.1	2207591.907	703673.2	1001484.6	2515424.5	703673.2	1956467.2	1392036.489	1147580	934426.2	387533	1416930.37	1009748.08	387533	1387357.41	1.28E+06	1743753.357	2031226.91	1743753.357	2236158.364	1055552.7	2185699.9	1994617.856	2138165.33	1811886.895	2236158.364	2231566.053	2137277.74	2239815.57	1663849.34	2206484.156	2215011.651	1810359.357	740972.9	2215420.75	2078911.44	1742523.778	2063530.05	2063530.05	121529.5	1009178.54	1381504.1	1381504.1	2139895.26	1009748.08	3347249.86	1989340.833	2470629.6	2770908.3	1779753.17	1643169.3	3009294.9
B52750	3165720.1	2986309.5	3519119.1	3519119.1	3415866.8	1120276.274	1356761.81	1120276.274	1197745.44	1766786.109	3165720.1	1117980.679	1118106.336	1120276.274	1120276.274	1120276.274	1120276.274	1.50E+06	1.50E+06	1.50E+06	1.50E+06	1908806.5	1274729.69	1264534.08	1337571.83	1293744.38	3589602.18	1344873.91	1319973.13	828692.1	1264534.08	2326272.38	2288737.69	2182920.2	2119807.85	2105460.98	2649192.931	1804213.14	2551644.07	0	2526432.7	1561171.2	1204436.7	2334612.27	2326272.38	1118106.336	2656337.358	3312136.9	2334612.27	1132104.32	222368.5	1120276.274	1005273.64	1759256.714	1022421.19	2058441.32	1578278.1	704640	0	1014887.87	1671065.97	1719283.3	2649829.358	398551.7	843316.8	2966448.5	398551.7	2074535.6	1120276.274	567876.2	1612546.5	889135.5	2058441.32	1666980.16	889135.5	2026824.98	1.50E+06	2370817.496	2189502.31	2370817.496	2688669.877	789964	2405658.9	2487953.639	2659171.86	1910561.023	2688669.877	2683858	2657958.41	2692788.027	2288737.69	2649192.931	2656337.358	1909591.276	499843.6	2659247.36	2551644.07	2369717.869	2527700.77	2527700.77	644004.6	1671065.97	1530147	1530147	2307769.25	1666980.16	3540863.34	2484028.074	2986309.5	3040123.5	1905713.4	2243954.4	3322713.9
B48235	2184030.2	2223492.3	2540610.9	2540610.9	2401005.4	449490.58	524738.05	449490.58	284138.59	752207.173	2184030.2	446498.2782	445833.2585	449490.58	449490.58	449490.58	449490.58	5.80E+05	5.80E+05	5.80E+05	5.80E+05	895477.3	479495.04	505487.33	524411.72	471654.87	2580708.93	570538.53	545905.62	622274.3	505487.33	1321049.72	1803363.5	1176089.94	1114009.39	1099205.85	1813394.008	790356.84	1759985.4	1014887.9	2002695.3	1391058.9	373657.5	1327019.33	1321049.72	445833.2585	1818477.126	2332559.5	1327019.33	194457.27	795836.5	449490.58	90035.61	744673.53	17202.43	1653749.09	582576.4	1053266.6	1014887.9	0	1412450.97	836785.8	1813446.033	616344.3	205325	2121774.2	616344.3	1061226.5	449490.58	833790.5	1427885.1	784701.7	1653749.09	1394597.86	784701.7	1621903.97	5.80E+05	1880346.38	1181769.9	1880346.38	1861692.88	342025.4	1412845.9	1730012.55	1927322.07	896518.887	1861692.88	1856940.059	1925705.26	1866085.432	1803363.5	1813394.008	1818477.126	895604.129	515099.5	1824066.08	1759985.4	1879724.157	1726938.32	1726938.32	1124106.7	1412450.97	546986.6	546986.6	1300512.21	1394597.86	2529613.13	1728384.385	2223492.3	2054877	895678.79	1706973.8	2354032.8
