	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC129	ANWC131	ANWC130	SAM35	ANWC118	ANWC94	ANWC133	ANWC136	SAM31	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC104	ANWC168	ANWC117	ANWC101	ANWC75	ANWC106	ANWC108	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC66	ANWC116	ANWC139	SAM19	ANWC128	ANWC109	ANWC77	SAM34	SAM37	ANWC71	ANWC170	ANWC72	ANWC73	ANWC134	ANWC81	ANWC78	SAM38	ANWC80
ANWC126	0.035943714	0.023180129	-0.057062716	-0.004690022	-0.059185698	-0.025813663	0.01202813	-0.06745044	-0.057082029	-0.05984843	-0.059102797	-0.063281973	-0.064269235	-1.63E-03	-0.000895822	0.01891416	-4.56E-03	-4.91E-03	-3.48E-03	-0.004104074	0.037712628	-0.006492994	0.033246119	0.026001817	2.75E-02	0.026423997	0.023815684	-0.03930552	-0.040153258	0.023363093	2.40E-02	-0.06542297	-0.04021272	0.024338134	-0.030205901	-0.040808833	-0.06101497	-0.032880297	0.023606268	-0.030399983	0.007356521	-2.85E-02	-0.038776728	-0.028379527	0.00044492	-0.051304556	-0.033998997	-0.049654019	1.076831222	-5.77E-02	-0.044692715	-0.042165356	-0.011394874	-0.041022771	-0.006164956	-0.063332627	0.015992226	-0.040476881	1.87E-02	0.028620986	0.024236406	0.021045538	-0.022952674	0.005232343	0.005404921	0.022294727	0.027693075	-0.049260842	0.016960665	0.026309477
SAM45	-0.072119173	-0.067976992	0.069069675	-0.023323339	0.074891607	0.010432843	-0.054768777	0.089361133	0.066133047	0.072167188	0.065589351	0.070897937	0.065110158	-3.15E-02	-0.028685639	-0.056656537	-2.68E-02	-2.63E-02	-2.38E-02	-0.02486475	-0.078879724	-0.026327658	-0.055895309	-0.060856786	-6.14E-02	-0.071120236	-0.056174349	0.024708979	0.027573605	-0.068304916	-6.80E-02	0.060658467	0.027630275	-0.059664637	0.009349023	0.026906881	0.082779013	0.015216616	-0.056513479	0.006785833	-0.036775057	7.04E-05	0.023800743	0.005365201	-0.032058185	0.033571982	0.015208203	0.023877488	-0.057675013	1.11E+00	0.035007357	0.012881551	-0.016536226	0.015307463	-0.033849061	0.058647816	-0.060783768	0.026578669	-5.69E-02	-0.061535285	-0.0605568	-0.066516026	-0.004882272	-0.042117274	-0.041334137	-0.060331899	-0.077433495	0.028899762	-0.057347312	-0.06691217
ANWC110	-0.051754923	-0.052740016	0.03769164	-0.018426413	0.030867165	0.005701985	-0.041461646	0.044186262	0.034165703	0.035096869	0.039273967	0.039583431	0.0359646	-2.18E-02	-0.021671939	-0.044324861	-2.11E-02	-1.87E-02	-1.68E-02	-0.018508235	-0.058741599	-0.019149792	-0.042447656	-0.04702851	-4.62E-02	-0.053390525	-0.041140404	0.022803952	0.020719415	-0.051780924	-5.07E-02	0.036198803	0.022348784	-0.045770279	0.00871959	0.028085104	0.040223302	0.013003172	-0.040445625	0.005898869	-0.02730832	8.21E-03	0.022898695	0.005736457	-0.024977966	0.028050479	0.013592786	0.022602616	-0.044692715	3.50E-02	1.087470412	0.010665494	-0.010190757	0.015266036	-0.024406821	0.040654734	-0.045905548	0.021099865	-4.35E-02	-0.044666471	-0.044946089	-0.053542483	0.001709207	-0.03206385	-0.031378483	-0.045899488	-0.059809974	0.026289625	-0.04453923	-0.051103465
ANWC115	-0.04759585	-0.049639102	0.02084	-0.019317785	0.005835318	-0.000149258	-0.041645629	0.023352941	0.015434465	0.013674342	0.020974107	0.017383391	0.012310261	-2.18E-02	-0.020600375	-0.040953859	-2.08E-02	-2.17E-02	-1.75E-02	-0.018962109	-0.052442644	-0.019529113	-0.038991191	-0.042787801	-4.16E-02	-0.047614192	-0.039557113	0.012263227	0.00769831	-0.047801435	-4.60E-02	0.009451922	0.011694602	-0.041126749	-0.000599349	0.011203707	0.019358049	0.003337604	-0.0379923	-0.001186186	-0.02739081	-1.52E-03	0.008811364	-0.001759772	-0.022975103	0.011532835	0.001687007	0.00561184	-0.042165356	1.29E-02	0.010665494	1.085294008	-0.012286647	0.230658597	-0.021181329	0.017411823	-0.042123267	0.007318385	-4.08E-02	-0.042632813	-0.043399467	-0.048093841	-0.00534904	-0.03040592	-0.031065096	-0.044386919	-0.055845152	0.005650778	-0.042388035	-0.046825902
ANWC66	-0.005826259	-0.012271143	-0.013306592	-0.005844357	-0.017128384	-0.007820726	-0.011113467	-0.015901437	-0.014826291	-0.015929866	-0.012846968	-0.01641262	-0.019330606	-6.22E-03	-0.006598511	-0.012216539	-7.52E-03	-6.62E-03	-5.30E-03	-0.006556301	-0.009308453	-0.00783184	-0.008798018	-0.008934725	-8.16E-03	-0.009235617	-0.006537059	-0.009343206	-0.010931134	-0.010557804	-9.89E-03	-0.019079208	-0.009449454	-0.009502707	-0.009635506	-0.009734362	-0.013222206	-0.009446023	-0.005847271	-0.009467488	-0.006432529	-7.50E-03	-0.009804012	-0.010071302	-0.007211686	-0.013238166	-0.010898659	-0.014461302	-0.011394875	-1.65E-02	-0.010190757	-0.012286647	1.086775184	-0.012294946	0.009917979	-0.014960594	-0.010498032	-0.010553163	-8.16E-03	-0.00653151	-0.00689636	-0.013624448	-0.005654538	-0.008627965	-0.007809789	-0.009551009	-0.012688643	-0.01596083	-0.01122876	-0.010468449
ANWC116	-0.047974011	-0.050597749	0.020896675	-0.019057986	0.010044084	-0.000148766	-0.039923531	0.025818859	0.018291149	0.015092566	0.022594878	0.019860943	0.015340655	-2.23E-02	-0.020563142	-0.040493284	-2.12E-02	-2.10E-02	-1.69E-02	-0.019615849	-0.052284389	-0.020579676	-0.039287244	-0.041544177	-4.20E-02	-0.048466375	-0.039541727	0.011767116	0.008667697	-0.046972794	-4.55E-02	0.012496235	0.011205438	-0.042341371	0.000546301	0.01013459	0.022079309	0.003554654	-0.037687622	-0.000501914	-0.02767339	-1.20E-03	0.009108653	-0.001561718	-0.023077301	0.012799281	0.004177867	0.007262626	-0.041022771	1.53E-02	0.015266035	0.230658597	-0.012294946	1.082786441	-0.022126546	0.02017481	-0.043040509	0.007120821	-4.11E-02	-0.041219365	-0.041936677	-0.047958631	-0.003637374	-0.029749107	-0.03036424	-0.044073088	-0.054955632	0.008866582	-0.042549591	-0.045945969
ANWC139	0.00409505	-0.005842271	-0.030919932	-0.004484155	-0.03501627	-0.014873945	-0.006473399	-0.036495414	-0.032688984	-0.034006465	-0.031083111	-0.0352561	-0.03744889	-4.51E-03	-0.006212261	-0.006047822	-4.47E-03	-5.84E-03	-5.13E-03	-0.004838855	-0.000357851	-0.005407562	-0.002708632	-0.002314144	3.21E-05	-0.00231434	0.000467003	-0.021114552	-0.02181695	-0.001350663	-6.26E-04	-0.039674181	-0.022039923	-0.001614926	-0.018309992	-0.022592855	-0.034596045	-0.019361781	0.000732237	-0.017105138	-0.002971815	-1.21E-02	-0.020095737	-0.016059095	-0.004053599	-0.027841377	-0.020304317	-0.027827778	-0.006164956	-3.38E-02	-0.024406821	-0.021181329	0.009917979	-0.022126546	1.111012697	-0.035215982	-0.001777938	-0.022876427	-1.29E-03	0.000838064	-0.000115755	-0.006547553	-0.01151148	-0.004546935	-0.003979064	-0.003055772	-0.006225313	-0.031777328	-0.005293258	-0.000338989
SAM19	-0.076803088	-0.073023632	0.066314765	-0.026493926	0.057679232	0.012284951	-0.059476908	0.077756473	0.063399556	0.060127463	0.066563858	0.069061794	0.060135146	-3.37E-02	-0.029756511	-0.061656897	-3.06E-02	-2.71E-02	-2.51E-02	-0.024156255	-0.083384298	-0.026173562	-0.060872039	-0.066725061	-6.63E-02	-0.075741736	-0.060917126	0.028139322	0.030805414	-0.072439138	-7.23E-02	0.05931761	0.031778161	-0.065576032	0.011044639	0.03356899	0.069995898	0.017026323	-0.058524666	0.00877932	-0.039233338	3.12E-03	0.027078318	0.009797011	-0.034566284	0.038841872	0.017516414	0.029159331	-0.063332627	5.86E-02	0.040654734	0.017411823	-0.014960594	0.02017481	-0.035215983	1.304211617	-0.064454199	0.030737028	-6.19E-02	-0.065685156	-0.064251548	-0.072313407	-0.00226835	-0.044576081	-0.044763637	-0.067028476	-0.082472318	0.034322614	-0.062368336	-0.073158189
ANWC128	0.03650656	0.023418914	-0.061290877	-0.002439911	-0.061798643	-0.025818541	0.01133755	-0.071408891	-0.060151351	-0.061333334	-0.062081076	-0.065845992	-0.068000485	-7.71E-04	0.001388921	0.013057594	-2.12E-03	-4.51E-03	-3.31E-03	-0.002480862	0.040468631	-0.006685178	0.019806603	0.024963276	2.78E-02	0.028625826	0.022521896	-0.041414375	-0.040900528	0.026717224	4.59E-02	-0.0664053	-0.040313957	0.024154216	-0.030682262	-0.042087728	-0.065430264	-0.032692052	0.023583327	-0.028751488	0.008033958	-2.83E-02	-0.040292175	-0.027660118	0.001803464	-0.053755042	-0.036242575	-0.050821642	0.015992226	-6.08E-02	-0.045905548	-0.042123267	-0.010498032	-0.043040509	-0.001777938	-0.064454199	1.120140433	-0.042708081	2.21E-02	0.026462615	0.025104695	0.023170181	-0.023654211	0.007055564	0.007840628	0.020562875	0.028068721	-0.051907759	0.02014547	0.026439064
ANWC109	-0.047734015	-0.048475476	0.028061142	-0.016783721	0.022250276	0.0046913	-0.037237135	0.033984507	0.02625013	0.026577179	0.030621533	0.029740401	0.026027227	-2.01E-02	-0.019648822	-0.041122869	-1.85E-02	-1.73E-02	-1.47E-02	-0.0162784	-0.05332809	-0.017682168	-0.039511687	-0.041692621	-4.10E-02	-0.047101196	-0.037523893	0.014508746	0.014333121	-0.046849885	-4.41E-02	0.025143508	0.017682342	-0.041488341	0.004867246	0.016474089	0.030704862	0.010300302	-0.035802014	0.003647567	-0.024139557	-1.17E-03	0.0149752	0.004205908	-0.02246706	0.020657622	0.013458776	0.017414366	-0.040476881	2.66E-02	0.021099865	0.007318385	-0.010553163	0.007120821	-0.022876427	0.030737028	-0.042708082	1.085955739	-3.82E-02	-0.040147752	-0.039888811	-0.049852715	-0.00300498	-0.028171538	-0.029076999	-0.04312086	-0.054423428	0.018426826	-0.038683516	-0.044843632
ANWC77	0.038864529	0.029146403	-0.0574794	-0.001795897	-0.0591884	-0.024339261	0.015371805	-0.067109395	-0.057071933	-0.060221321	-0.058015843	-0.063355717	-0.066671945	5.31E-04	0.001165915	0.016156117	-5.30E-05	-3.79E-03	-4.85E-04	-0.000263467	0.043080687	-0.004562663	0.016434467	0.02380681	2.70E-02	0.030497326	0.02289475	-0.038924336	-0.037554709	0.029140219	2.91E-02	-0.067341499	-0.03876387	0.029236483	-0.029244823	-0.039114898	-0.0621725	-0.032497543	0.023607892	-0.02663891	0.009388426	-2.58E-02	-0.037981566	-0.025613325	0.002648734	-0.049058538	-0.03339839	-0.04930472	0.018748481	-5.69E-02	-0.043467204	-0.040764172	-0.008158646	-0.041146263	-0.001290084	-0.061911443	0.02210984	-0.038163373	1.09E+00	0.027889406	0.025004601	0.02902582	-0.020644165	0.009257313	0.008623037	0.025526644	0.035492931	-0.049365649	0.015925841	0.031279652
SAM34	0.042951481	0.034852834	-0.061224301	0.000949495	-0.064022696	-0.022833048	0.023765339	-0.070236518	-0.059576268	-0.062383786	-0.060185532	-0.067611622	-0.071578306	5.32E-03	0.003812511	0.02955464	2.17E-03	2.71E-04	2.42E-03	0.001465674	0.047160651	-0.000440675	0.023266429	0.029980372	3.31E-02	0.03740358	0.031322757	-0.040396495	-0.038223416	0.035049026	3.54E-02	-0.071505825	-0.03890447	0.031264311	-0.028897166	-0.039621228	-0.064407665	-0.031519156	0.029050998	-0.026875064	0.013530864	-2.63E-02	-0.039368897	-0.025570435	0.005790655	-0.052119218	-0.034445689	-0.050907894	0.028620986	-6.15E-02	-0.044666471	-0.042632813	-0.00653151	-0.041219365	0.000838064	-0.065685156	0.026462615	-0.040147752	2.79E-02	1.090434074	0.037890333	0.030531161	-0.019937864	0.013945006	0.013322567	0.028454206	0.039735619	-0.052013148	0.025040521	0.035432002
SAM37	0.042436047	0.030189181	-0.059800104	-0.000998262	-0.061779277	-0.024436279	0.023493205	-0.06940327	-0.060173002	-0.061398041	-0.059894378	-0.065753898	-0.071239914	2.77E-03	0.001579774	0.025952312	4.57E-04	-1.21E-03	4.46E-05	0.002322943	0.04528633	-0.00110983	0.020997956	0.031059502	3.19E-02	0.034013118	0.03069514	-0.040246209	-0.038171962	0.03209128	3.27E-02	-0.070758477	-0.039635225	0.028085836	-0.028927041	-0.039760808	-0.063692819	-0.031690123	0.028534406	-0.028043701	0.011571783	-2.71E-02	-0.039745693	-0.026179929	0.005224754	-0.051766659	-0.034619044	-0.05043704	0.024236406	-6.06E-02	-0.044946089	-0.043399467	-0.00689636	-0.041936677	-0.000115755	-0.064251548	0.025104695	-0.039888811	2.50E-02	0.037890333	1.091407895	0.029868895	-0.018872986	0.015174608	0.013546717	0.026886911	0.038746371	-0.050932865	0.034086619	0.033709322
ANWC71	0.053126452	0.046016302	-0.068842826	-0.005870963	-0.066774043	-0.030858252	0.015923117	-0.079826378	-0.067657867	-0.068928698	-0.06935426	-0.074167857	-0.074973252	-3.13E-03	-0.002604236	0.015857568	-3.61E-03	-7.84E-03	-4.98E-03	-0.004934777	0.060591425	-0.009075122	0.016197042	0.031204062	3.27E-02	0.033280663	0.026718071	-0.045399529	-0.045346311	0.029184247	3.47E-02	-0.0740997	-0.045693155	0.030848766	-0.036354384	-0.047508758	-0.072757023	-0.039785278	0.027942152	-0.034510794	0.009944629	-3.13E-02	-0.04635454	-0.033486089	0.000224628	-0.059966211	-0.042168308	-0.057173579	0.021045538	-6.65E-02	-0.053542483	-0.048093841	-0.013624447	-0.047958631	-0.006547553	-0.072313407	0.023170181	-0.049852715	2.90E-02	0.030531161	0.029868895	1.107629776	-0.024198682	0.007518858	0.008960672	0.028650899	0.054229784	-0.056449601	0.019592983	0.045356269
ANWC170	-0.021231599	-0.025202262	-0.001043891	-0.01226489	-0.007549936	-0.007615486	-0.022765293	-0.000470359	-0.004147567	-0.003163142	-0.001090639	-0.004766346	-0.006346208	-1.59E-02	-0.01349895	-0.024862573	-1.45E-02	-1.53E-02	-1.23E-02	-0.012596119	-0.023122076	-0.014580713	-0.02151847	-0.021876722	-1.94E-02	-0.025291538	-0.01921446	0.00637628	-0.003518597	-0.024465735	-2.31E-02	-0.007602264	-0.000325106	-0.021358877	-0.007911432	0.005024988	-0.001521039	-0.006835033	-0.017869821	-0.008141728	-0.01496633	2.17E-02	0.006776295	-0.008798357	-0.014357856	-0.001537006	-0.006534051	-0.005595787	-0.022952674	-4.88E-03	0.001709207	-0.00534904	-0.005654538	-0.003637374	-0.01151148	-0.00226835	-0.023654211	-0.00300498	-2.06E-02	-0.019937864	-0.018872986	-0.024198682	1.082137585	-0.019469306	-0.016797526	-0.023515184	-0.026496344	-0.003518526	-0.023127459	-0.021668604
ANWC72	0.017885176	0.008658544	-0.041097154	-0.000655753	-0.043792824	-0.018281775	0.006501394	-0.047091157	-0.04078012	-0.04190638	-0.039861078	-0.045945129	-0.048868212	6.30E-04	-0.000212944	0.003379615	-4.42E-03	-2.51E-03	-1.95E-03	-0.001514157	0.018429191	-0.003379144	0.003820189	0.012029788	1.19E-02	0.012555518	0.010474301	-0.030088487	-0.026193296	0.010276452	1.14E-02	-0.048520831	-0.027073919	0.009190813	-0.021920411	-0.027056467	-0.043715428	-0.021837292	0.01232269	-0.019980214	0.004774979	-2.17E-02	-0.030077199	-0.018185376	0.000666463	-0.036206165	-0.023285801	-0.036240977	0.005232343	-4.21E-02	-0.03206385	-0.03040592	-0.008627965	-0.029749107	-0.004546935	-0.044576081	0.007055564	-0.028171538	9.26E-03	0.013945006	0.015174608	0.007518858	-0.019469306	1.070400953	0.023214445	0.007820323	0.011963606	-0.037477194	0.005535219	0.012736387
ANWC73	0.017692889	0.008819639	-0.039522449	-0.002215517	-0.042838822	-0.017143772	0.005364909	-0.047698396	-0.041042426	-0.043247008	-0.040425889	-0.045636028	-0.047873885	7.56E-04	-0.000294514	0.005301275	-9.09E-04	-2.81E-03	-2.93E-03	-0.000577309	0.018206533	-0.003394157	0.006584959	0.008999197	1.08E-02	0.011095344	0.01144292	-0.027767218	-0.027046375	0.01148183	1.27E-02	-0.049372531	-0.027688354	0.008522355	-0.02031528	-0.028228989	-0.043981294	-0.022978731	0.011529202	-0.020780045	0.003655015	-2.11E-02	-0.028049369	-0.017341482	-0.000514937	-0.035885798	-0.025422638	-0.035504307	0.005404921	-4.13E-02	-0.031378483	-0.031065096	-0.007809789	-0.03036424	-0.003979064	-0.044763637	0.007840628	-0.029076999	8.62E-03	0.013322567	0.013546717	0.008960672	-0.016797526	0.023214445	1.073386908	0.006230061	0.010418563	-0.03594939	0.007475027	0.010765128
ANWC134	0.041018305	0.029791951	-0.061280563	-0.003295502	-0.061912063	-0.02773412	0.014287091	-0.072534703	-0.062182419	-0.062255162	-0.062172465	-0.067341534	-0.068941756	4.93E-04	-0.000682961	0.019367078	-3.89E-03	-4.10E-03	-4.07E-03	-0.002318363	0.04426505	-0.006012003	0.018508025	0.028559683	3.19E-02	0.031478164	0.024674244	-0.042050655	-0.040335213	0.033300854	3.49E-02	-0.069812641	-0.041529746	0.032063328	-0.032591729	-0.042040764	-0.066358371	-0.035457025	0.026614372	-0.030733025	0.007197683	-2.97E-02	-0.040370149	-0.03028966	0.003310556	-0.053620122	-0.037523392	-0.052440873	0.022294727	-6.03E-02	-0.045899488	-0.044386919	-0.009551009	-0.044073088	-0.003055772	-0.067028476	0.020562875	-0.04312086	2.55E-02	0.028454206	0.026886911	0.028650899	-0.023515184	0.007820323	0.006230061	1.073935509	0.03781777	-0.052425317	0.016729877	0.034348293
ANWC81	0.065518006	0.060935511	-0.079333759	-0.006926285	-0.077368929	-0.033975226	0.024685063	-0.091332446	-0.077784727	-0.078002743	-0.079278259	-0.086175617	-0.086930429	-2.52E-03	-0.003037145	0.022753956	-5.31E-03	-7.73E-03	-5.64E-03	-0.004429797	0.086784309	-0.010584982	0.023732671	0.041663795	4.21E-02	0.045687899	0.03470361	-0.054627268	-0.051255416	0.040972756	4.53E-02	-0.086794827	-0.053467603	0.038648315	-0.0407402	-0.053580971	-0.085357389	-0.04473788	0.035089299	-0.039339359	0.01296388	-3.45E-02	-0.052160136	-0.037987474	0.000886305	-0.069843513	-0.046964198	-0.065303447	0.027693075	-7.74E-02	-0.059809974	-0.055845152	-0.012688643	-0.054955632	-0.006225313	-0.082472318	0.028068721	-0.054423428	3.55E-02	0.039735619	0.038746371	0.054229784	-0.026496344	0.011963606	0.010418563	0.03781777	1.188078284	-0.067219655	0.027834542	0.056681208
ANWC78	-0.05977695	-0.05766146	0.035322691	-0.022093554	0.02135148	0.002862943	-0.048369099	0.043344351	0.032151888	0.028213125	0.03767825	0.034561201	0.026792157	-2.70E-02	-0.024295589	-0.051194614	-2.58E-02	-2.15E-02	-2.12E-02	-0.022115228	-0.065793928	-0.023748774	-0.047225058	-0.054250295	-5.34E-02	-0.059746142	-0.04805366	0.018513017	0.017733717	-0.056776875	-5.60E-02	0.025213668	0.021655616	-0.052547817	0.003008848	0.022010773	0.036699909	0.008777845	-0.046065203	0.001909681	-0.031840741	-6.20E-04	0.016585718	0.001673528	-0.03042986	0.024274002	0.010079236	0.017829497	-0.049260842	2.89E-02	0.026289625	0.005650778	-0.01596083	0.008866582	-0.031777328	0.034322614	-0.051907759	0.018426826	-4.94E-02	-0.052013148	-0.050932865	-0.056449601	-0.003518526	-0.037477194	-0.03594939	-0.052425317	-0.067219655	1.281803131	-0.048707407	-0.056494413
SAM38	0.033178205	0.020767415	-0.058054838	-0.004954579	-0.056075137	-0.02535949	0.00998842	-0.067358396	-0.057992742	-0.058497354	-0.057509397	-0.062700548	-0.065687082	-3.57E-03	-0.001206944	0.017930121	-3.78E-03	-4.79E-03	-6.27E-03	-0.002435121	0.035295043	-0.007302724	0.017100619	0.023438759	2.25E-02	0.024412407	0.020668627	-0.040750024	-0.0391082	0.021322629	2.37E-02	-0.06616528	-0.039487112	0.016847331	-0.029345055	-0.03974025	-0.061625319	-0.032909373	0.022024574	-0.028165215	0.006432515	-2.92E-02	-0.040221027	-0.027389533	0.000321639	-0.050495059	-0.033742469	-0.047949597	0.016960665	-5.73E-02	-0.04453923	-0.042388035	-0.01122876	-0.042549591	-0.005293258	-0.062368335	0.02014547	-0.038683516	1.59E-02	0.025040521	0.034086619	0.019592983	-0.023127459	0.005535219	0.007475027	0.016729877	0.027834542	-0.048707407	1.138214827	0.02413294
ANWC80	0.055203207	0.048151454	-0.06733419	-0.001779509	-0.067578436	-0.027990193	0.023373414	-0.079174997	-0.068021494	-0.068055146	-0.068132044	-0.074260572	-0.077509998	4.81E-04	0.000455224	0.021571162	-2.01E-03	-3.69E-03	-1.71E-03	-0.000774837	0.061626702	-0.005747418	0.022433906	0.03487977	3.56E-02	0.038075296	0.029184709	-0.044551078	-0.043995453	0.035688244	3.85E-02	-0.076989519	-0.04341843	0.034051305	-0.033771687	-0.04514189	-0.07149022	-0.037403883	0.03126478	-0.031969739	0.012927414	-2.92E-02	-0.045312271	-0.030885236	0.004724169	-0.058823344	-0.03824148	-0.055639373	0.026309477	-6.69E-02	-0.051103465	-0.046825902	-0.010468449	-0.045945969	-0.000338989	-0.073158189	0.026439064	-0.044843632	3.13E-02	0.035432002	0.033709322	0.045356269	-0.021668604	0.012736387	0.010765128	0.034348293	0.056681208	-0.056494413	0.02413294	1.084590435
																																																																						
