	WAM63	WAM60	WAM57	WAM56	SAM46	SAM8	SAM44	SAM41	SAM36	WAM64	SAM30	SAM29	SAM28	SAM27	SAM26	SAM25	SAM18	SAM17	SAM33	SAM16	SAM14	SAM12	SAM11	WAM58	SAM15	ANWC135	ANWC140	ANWC129	ANWC131	ANWC130	ANWC152	SAM35	ANWC159	ANWC118	ANWC119	ANWC94	ANWC133	ANWC136	SAM31	ANWC156	ANWC79	ANWC132	ANWC103	ANWC105	SAM32	ANWC100	SAM39	ANWC102	ANWC138	ANWC104	ANWC168	ANWC117	ANWC101	ANWC69	ANWC75	ANWC154	ANWC106	ANWC108	ANWC112	ANWC107	ANWC126	SAM45	ANWC110	ANWC115	ANWC137	ANWC66	ANWC116	ANWC139	SAM19	ANWC141	ANWC128	ANWC142	ANWC147	ANWC109	ANWC77	ANWC162	ANWC146	SAM34	ANWC148	ANWC150	ANWC145	ANWC151	ANWC113	ANWC153	ANWC155	SAM37	ANWC71	ANWC157	ANWC158	ANWC143	ANWC160	ANWC161	ANWC170	ANWC68	ANWC72	ANWC73	ANWC134	ANWC67	ANWC81	ANWC163	WAM59	ANWC78	SAM38	ANWC144	ANWC80
ANWC100	-0.039266515	-0.049164584	-3.15E-02	-0.033668825	0.041508949	-3.54E-03	0.033303666	1.89E-02	-0.020273541	-3.84E-02	0.045761187	0.039159407	0.03942664	0.041735505	0.041232519	0.040553444	-0.00593354	-0.003838134	-0.022290841	-0.005521661	-0.003586512	-0.001861147	-3.25E-03	-0.036140514	-4.26E-03	-2.28E-02	-2.26E-02	-2.55E-02	-0.025792576	-0.028952708	-2.06E-02	-0.023277336	-2.64E-02	0.027335085	-0.02273673	2.77E-02	-0.029191662	-0.027740046	0.038825278	-2.59E-02	0.030131128	-0.027052756	2.24E-02	0.027428349	0.04275578	1.0870291	-1.94E-02	0.025799892	-1.87E-02	-0.010278501	8.14E-03	0.025965492	0.019260408	-1.48E-03	-7.85E-03	-0.025548782	0.033076255	0.025955643	-2.13E-02	0.029845689	-0.024139569	0.03864635	0.032735167	0.022777648	-2.09E-02	-1.27E-03	0.023034559	-0.015173505	0.041537992	-0.022451885	-0.024733826	-2.41E-02	-0.036447818	3.00E-02	-0.025710347	-1.97E-02	-0.040103787	-2.43E-02	-0.033810806	-2.95E-02	-3.80E-02	-2.91E-02	-0.021442093	-2.57E-02	-0.028031005	-0.024241834	-3.31E-02	-0.031760436	-2.56E-02	-0.021351017	-0.018547054	-0.021319863	5.93E-03	4.59E-04	-0.012502438	-0.014370639	-0.028048436	-0.006547626	-3.65E-02	-0.022533735	-0.04892048	0.030708422	-2.40E-02	-0.021234789	-0.031215372
SAM39	0.014100739	0.013298202	1.46E-02	0.0123341	-0.033510711	-4.63E-03	-0.035998263	-1.57E-02	0.020910814	1.33E-02	-0.03619995	-0.032828804	-0.034594331	-0.032662483	-0.0365958	-0.038917887	-0.003792568	-0.00319174	0.011054115	-0.003794739	-0.004393182	-0.003982628	-4.08E-03	0.017811238	-5.70E-03	7.10E-03	-1.16E-03	9.42E-03	0.010954225	0.008910831	2.60E-03	0.009922291	4.25E-03	-0.024981545	0.002083	-2.37E-02	0.011260053	0.010412821	-0.038214383	6.30E-03	-0.024068062	0.009242996	-1.87E-02	-0.023159563	-0.035189702	-0.019409017	1.07E+00	-0.018027249	-2.83E-03	0.003669725	-1.87E-02	-0.023898824	-0.017643212	-1.01E-02	-1.04E-03	0.002908432	-0.030402593	-0.02118195	3.30E-03	-0.029986079	0.010051119	-0.035649319	-0.026951539	-0.026273882	-1.97E-03	-1.38E-02	-0.025924803	-0.005627698	-0.035653103	-0.002309732	0.008657635	8.09E-04	0.006689942	-2.45E-02	0.008088815	7.07E-05	0.005725537	1.03E-02	0.00438125	4.23E-03	7.56E-03	4.62E-03	0.00044603	3.26E-03	0.004614302	0.010652245	1.16E-02	0.007233998	4.06E-03	0.001200083	0.002525232	0.002926074	-1.48E-02	-1.12E-02	0.002419138	0.001662103	0.011157985	-0.016369613	1.41E-02	-0.000543507	0.012625027	-0.029854522	8.38E-03	-0.001452573	0.012895036
ANWC102	-0.033963983	-0.044684667	-2.72E-02	-0.029657175	0.033144049	-3.43E-03	0.026837923	1.64E-02	-0.0189129	-3.39E-02	0.037880688	0.033308535	0.03006254	0.033873812	0.031259528	0.029044792	-0.006075469	-0.003493369	-0.021210731	-0.005483498	-0.002393411	-0.001510355	-2.10E-03	-0.032744981	-1.67E-03	-2.06E-02	-2.09E-02	-2.39E-02	-0.022941526	-0.026029556	-1.83E-02	-0.020121576	-2.47E-02	0.02117852	-0.019382151	2.25E-02	-0.026189108	-0.0252677	0.028126518	-2.47E-02	0.023994174	-0.022852315	1.98E-02	0.022634621	0.033184604	0.025799892	-1.80E-02	1.090266824	-1.90E-02	-0.011180775	4.98E-03	0.021605157	0.025230154	-1.93E-03	-5.84E-03	-0.024153143	0.02672259	0.021934042	-2.10E-02	0.023297808	-0.022961061	0.030457963	0.025515161	0.018085335	-2.18E-02	-2.66E-03	0.018807066	-0.013588763	0.033319145	-0.020206534	-0.022325491	-2.23E-02	-0.032078696	2.29E-02	-0.021441448	-1.77E-02	-0.035924887	-2.16E-02	-0.028900461	-2.75E-02	-3.61E-02	-2.76E-02	-0.019475947	-2.22E-02	-0.025910074	-0.022210865	-2.93E-02	-0.028246419	-2.47E-02	-0.019253638	-0.016866387	-0.020333794	4.30E-03	-2.36E-03	-0.012005413	-0.013228162	-0.024614889	-0.008368156	-3.30E-02	-0.021199678	-0.044014201	0.023568177	-2.07E-02	-0.019269765	-0.027584997
ANWC138	-0.005299461	0.005539914	2.25E-05	-0.007816981	-0.029624765	-7.42E-03	-0.03221599	-1.63E-02	-0.009461957	-9.36E-03	-0.033421913	-0.030646837	-0.031126876	-0.030393007	-0.033232416	-0.035659739	-0.00809187	-0.008730279	-0.009766923	-0.008076511	-0.008842258	-0.007779664	-7.59E-03	-0.003862382	-8.25E-03	-7.58E-03	1.53E-02	-4.06E-03	-0.004230013	-0.005460146	-1.77E-03	-0.002383296	-4.59E-04	-0.023013827	-0.002055706	-2.30E-02	-0.005776702	-0.005524072	-0.035336684	-1.36E-03	-0.022375014	-0.005189707	-1.99E-02	-0.022375024	-0.031875133	-0.018739436	-2.83E-03	-0.019008391	1.07E+00	-0.005627129	-1.54E-02	-0.020947154	-0.018288979	-3.42E-03	-7.93E-03	-0.00088809	-0.027046774	-0.020014459	-1.83E-03	-0.027065031	-0.01000078	-0.031184383	-0.024669086	-0.024522675	2.69E-01	-5.25E-03	-0.023883678	0.025220879	-0.032226753	0.012730543	-0.006893052	1.25E-02	-0.00147266	-2.42E-02	-0.004172955	-9.27E-04	0.001243822	-1.67E-03	-0.003414563	-5.74E-04	3.89E-03	4.33E-04	0.012574319	-2.36E-03	-0.000716554	-0.004725056	-8.58E-03	-0.000559341	1.71E-04	0.009994955	-0.000655097	-0.001112302	-1.42E-02	-3.09E-03	-0.009234904	-0.006275283	-0.007372954	-0.00399717	-9.29E-03	0.000254742	0.004162423	-0.02770545	-8.83E-03	0.009683561	-0.004680382
ANWC104	0.001643027	-0.002424781	4.05E-03	0.001535566	-0.017541095	-4.37E-03	-0.018878006	-7.67E-03	0.002755068	-7.88E-04	-0.020048314	-0.017891533	-0.019171881	-0.017535397	-0.019532324	-0.022129063	-0.003054512	-0.0028796	-0.000540213	-0.002795626	-0.004404699	-0.004116356	-4.05E-03	0.003913586	-3.31E-03	-8.58E-04	-4.96E-03	1.30E-03	0.001207235	0.001141154	-1.16E-03	0.002350295	-2.84E-03	-0.013882684	-0.002263015	-1.19E-02	0.002345588	0.000586957	-0.022236668	-2.14E-03	-0.013199667	0.003042084	-1.01E-02	-0.013409396	-0.017699328	-0.010278501	3.67E-03	-0.011180775	-5.63E-03	1.051899195	-1.32E-02	-0.015162186	-0.008155787	-8.24E-03	-2.78E-03	-0.004839548	-0.017904059	-0.011780521	-2.93E-03	-0.018204081	0.000521364	-0.017884063	-0.01399098	-0.015149552	-5.31E-03	-1.09E-02	-0.015525933	-0.007067159	-0.018538174	-0.006135827	-0.000186782	-4.36E-03	-0.00393708	-1.25E-02	0.000466512	-3.42E-03	-0.005969022	2.35E-03	-0.006107979	-3.68E-03	-3.06E-03	-3.20E-03	-0.004400219	-2.44E-03	-0.002578498	0.001233458	8.02E-04	-0.002179081	-2.96E-03	-0.003700922	-0.001105461	-0.002532237	-1.04E-02	-8.17E-03	0.000179168	-0.001181947	-0.001071329	-0.013187505	1.44E-03	-0.004429955	-0.002589822	-0.016082617	-5.94E-04	-0.00365856	0.001949692
ANWC168	-0.03052042	-0.033266752	-2.48E-02	-0.02611756	0.023996485	-7.31E-03	0.017538749	6.74E-03	-0.022369134	-2.91E-02	0.024829418	0.020082118	0.020534654	0.023467091	0.021771762	0.018349817	-0.011808878	-0.009651964	-0.024184295	-0.008648461	-0.008547078	-0.007745017	-6.72E-03	-0.026802717	-7.14E-03	-2.03E-02	-1.64E-02	-2.17E-02	-0.021219901	-0.024693112	-1.96E-02	-0.02013454	-2.11E-02	0.023519312	-0.019306739	1.58E-02	-0.023586968	-0.024314636	0.019022599	-2.26E-02	0.01878906	-0.022284717	6.11E-03	0.022731921	0.024326306	0.008135886	-1.87E-02	0.004981396	-1.54E-02	-0.013221326	1.08E+00	0.025150751	0.004979364	6.56E-06	-1.16E-02	-0.019855401	0.020325758	0.013166459	-1.90E-02	0.017353648	-0.02187887	0.020147252	0.024232014	0.014527753	-1.65E-02	-3.92E-03	0.014976317	-0.01025332	0.023674519	-0.016220361	-0.022652539	-1.67E-02	-0.028813091	1.50E-02	-0.02118978	-1.65E-02	-0.025619547	-2.13E-02	-0.027057911	-2.16E-02	-2.51E-02	-2.20E-02	-0.014606531	-2.18E-02	-0.023238419	-0.021797387	-2.65E-02	-0.025348646	-2.10E-02	-0.015819133	-0.019316412	-0.019712117	3.15E-02	-5.32E-04	-0.01458341	-0.014744542	-0.024595354	-0.006347038	-2.84E-02	-0.016912485	-0.032415921	0.017470505	-2.24E-02	-0.01605923	-0.024878192
ANWC117	-0.04457998	-0.054141099	-3.68E-02	-0.038163479	0.051671057	-5.56E-03	0.045837876	2.04E-02	-0.026128087	-4.24E-02	0.05590333	0.048338825	0.048818672	0.052175769	0.053160016	0.050676713	-0.009885423	-0.008209745	-0.027571435	-0.007854974	-0.007020557	-0.003133824	-6.03E-03	-0.041074602	-6.13E-03	-2.85E-02	-2.48E-02	-3.06E-02	-0.030231244	-0.032726063	-2.58E-02	-0.02699999	-3.08E-02	0.069415364	-0.026802609	3.53E-02	-0.033546044	-0.03277381	0.048351317	-3.29E-02	0.038516214	-0.031171887	2.25E-02	0.040478308	0.051472249	0.025965492	-2.39E-02	0.021605157	-2.09E-02	-0.015162186	2.52E-02	1.092816591	0.020500198	1.60E-03	-9.38E-03	-0.030965493	0.043155418	0.029547242	-2.69E-02	0.039169786	-0.027745457	0.047847056	0.043393799	0.02922868	-2.32E-02	7.52E-04	0.029903181	-0.014933583	0.052087297	-0.023954185	-0.029739357	-2.56E-02	-0.042882536	3.58E-02	-0.028713857	-2.38E-02	-0.043504735	-2.91E-02	-0.039862449	-3.31E-02	-4.25E-02	-3.40E-02	-0.022545259	-3.01E-02	-0.034477169	-0.029103339	-3.75E-02	-0.034799148	-3.14E-02	-0.024351652	-0.023918745	-0.025570623	2.06E-02	3.17E-03	-0.018107162	-0.017387172	-0.03052218	-0.002878326	-4.08E-02	-0.028330941	-0.053767879	0.039259516	-2.86E-02	-0.023962554	-0.036368424
ANWC101	-0.03307479	-0.04277597	-2.76E-02	-0.029389372	0.031570155	-2.62E-03	0.025832948	1.50E-02	-0.018140896	-3.27E-02	0.033465954	0.029545438	0.028579336	0.032606262	0.031748402	0.027444462	-0.005800903	-0.003739749	-0.019729654	-0.003970878	-0.003384783	-0.002384375	-2.89E-03	-0.031441956	-2.16E-03	-1.97E-02	-1.93E-02	-2.24E-02	-0.020907253	-0.02447859	-1.68E-02	-0.019382426	-2.35E-02	0.018162127	-0.01875486	2.14E-02	-0.023780042	-0.024336325	0.030125051	-2.31E-02	0.02288961	-0.022946108	2.15E-02	0.022422218	0.031738578	0.019260408	-1.76E-02	0.025230154	-1.83E-02	-0.008155787	4.98E-03	0.020500198	1.082180023	-1.47E-03	-5.60E-03	-0.021563784	0.024141675	0.019554046	-1.92E-02	0.019609516	-0.021561994	0.02798772	0.024404568	0.016682446	-1.97E-02	-3.87E-03	0.017041013	-0.013234269	0.033778816	-0.019893596	-0.021894636	-2.03E-02	-0.030951224	2.27E-02	-0.021053071	-1.62E-02	-0.034978727	-2.09E-02	-0.029108073	-2.55E-02	-3.50E-02	-2.55E-02	-0.018151495	-2.16E-02	-0.023429365	-0.020898674	-2.88E-02	-0.026410704	-2.06E-02	-0.01980332	-0.016250855	-0.018632531	2.92E-03	-1.79E-03	-0.010358682	-0.010460288	-0.024855256	-0.00839822	-3.22E-02	-0.020157608	-0.042812157	0.022867588	-2.05E-02	-0.017842555	-0.026990327
ANWC69	-0.019616949	-0.021364048	-1.43E-02	-0.019956311	0.005517543	-5.21E-03	-0.000529255	-8.94E-04	-0.013364777	-2.18E-02	0.006306072	0.004097489	0.003049898	0.005409387	0.00329663	0.001658455	-0.007403466	-0.00631915	-0.015805367	-0.007813226	-0.006106406	-0.004746689	-5.04E-03	-0.017273226	-7.87E-03	-1.50E-02	-9.37E-03	-1.59E-02	-0.014599846	-0.015613664	-1.15E-02	-0.011491968	-1.29E-02	0.001612764	-0.010862313	1.32E-03	-0.016969472	-0.014911395	0.001621979	-1.38E-02	0.002103893	-0.01389536	-1.25E-03	0.002725635	0.005532184	-0.001477349	-1.01E-02	-0.001930968	-3.42E-03	-0.008242577	6.56E-06	0.001596209	-0.001469526	1.07E+00	-7.06E-03	-0.013644619	0.002258865	-0.000555863	-1.25E-02	-0.000664026	-0.016673131	0.001653826	0.003525609	0.000124862	-4.86E-03	4.33E-02	0.000476989	0.004782033	0.00381545	-0.007970589	-0.014893113	-7.86E-03	-0.01818419	1.65E-03	-0.014163569	-1.08E-02	-0.018220645	-1.25E-02	-0.018497652	-1.52E-02	-1.80E-02	-1.54E-02	-0.007279761	-1.33E-02	-0.014099556	-0.013538789	-2.06E-02	-0.014021126	-1.33E-02	-0.00651446	-0.010127754	-0.01163316	4.07E-04	7.89E-02	-0.009834772	-0.009529295	-0.015614346	0.058248874	-2.00E-02	-0.012280686	-0.021859695	-0.001388151	-1.47E-02	-0.009037913	-0.016598397
ANWC75	-0.005479319	-0.0091637	-1.85E-03	-0.005621248	-0.013089998	2.08E-05	-0.017162255	-6.02E-03	-0.003306666	-6.98E-03	-0.014802954	-0.013256636	-0.01530113	-0.012148309	-0.014528788	-0.015831553	-0.00158965	-0.00103231	-0.003060715	-0.00051758	-0.000760222	-0.000732638	-8.84E-04	-0.002400386	3.38E-04	-2.47E-03	-7.36E-03	-2.64E-03	-0.00228577	-0.002727605	-3.61E-03	-0.001812154	-3.99E-03	-0.010463509	-0.004344193	-1.02E-02	-0.0023335	-0.002004893	-0.016289819	-3.79E-03	-0.009308638	-0.003010359	-7.76E-03	-0.008849074	-0.013071619	-0.007849321	-1.04E-03	-0.005839342	-7.93E-03	-0.002782858	-1.16E-02	-0.009379676	-0.005596869	-7.06E-03	1.05E+00	-0.005604351	-0.012377743	-0.007516351	-4.30E-03	-0.013608171	-0.003655651	-0.013810908	-0.012024725	-0.010679264	-6.78E-03	-1.08E-02	-0.010878704	-0.007561933	-0.015017125	-0.007992197	-0.003425017	-4.62E-03	-0.007182632	-1.06E-02	-0.003752553	-3.10E-03	-0.009980857	-2.34E-03	-0.007253643	-5.34E-03	-9.16E-03	-7.54E-03	-0.004030394	-3.78E-03	-0.004631387	-0.002304535	-5.78E-03	-0.004017925	-4.57E-03	-0.005517731	-0.001337825	-0.002275153	-9.02E-03	-7.08E-03	-0.001861935	-0.003219455	-0.00216821	-0.013012214	-6.52E-03	-0.00523743	-0.009286794	-0.014963783	-4.00E-03	-0.003750458	-0.003199623
ANWC154	0.004357873	0.032232873	7.58E-03	-0.000195399	-0.041400725	-7.02E-03	-0.040344042	-2.16E-02	-0.002760232	-2.19E-03	-0.046783368	-0.042643392	-0.041568232	-0.041803917	-0.044855796	-0.045061695	-0.005601193	-0.006529176	-0.003482411	-0.007936686	-0.008478998	-0.006743956	-9.03E-03	0.005638017	-7.03E-03	-1.93E-03	6.65E-03	2.31E-03	0.004709942	0.002074223	2.42E-02	0.003396674	1.72E-02	-0.029710025	0.008026618	-3.13E-02	0.002143184	0.003459926	-0.044303123	2.40E-02	-0.031026034	0.00302509	-2.46E-02	-0.030409633	-0.043268023	-0.025548782	2.91E-03	-0.024153143	-8.88E-04	-0.004839548	-1.99E-02	-0.030965493	-0.021563784	-1.36E-02	-5.60E-03	1.076051951	-0.037404415	-0.026644817	4.82E-03	-0.036796939	-0.001208989	-0.041077006	-0.033379812	-0.028889254	-1.67E-03	-1.81E-02	-0.029266312	-0.002509341	-0.044409228	0.002441742	0.001021714	7.90E-03	0.022491438	-3.07E-02	0.001703461	5.77E-03	0.032376485	6.01E-03	0.012988481	1.94E-02	3.07E-02	2.44E-02	0.002529204	1.48E-02	0.016583169	0.002772324	-8.19E-04	0.008605362	9.21E-03	0.004937168	0.006194039	0.008727283	-1.75E-02	-1.46E-02	-0.005266673	-0.004911905	0.000743975	-0.0181374	-1.65E-03	0.015548873	0.032765184	-0.037393341	-3.55E-03	0.005254414	0.003862248
ANWC106	-0.054042101	-0.069022006	-4.63E-02	-0.045780383	0.063900598	-7.27E-03	0.055410717	2.50E-02	-0.029421975	-5.06E-02	0.07218767	0.061592913	0.060719587	0.065874707	0.068171724	0.061174761	-0.01064351	-0.008979575	-0.035394747	-0.009197997	-0.006625645	-0.003219123	-5.53E-03	-0.05179471	-8.02E-03	-3.31E-02	-3.09E-02	-3.93E-02	-0.038138301	-0.041414984	-3.08E-02	-0.03313311	-3.64E-02	0.044483726	-0.032266525	4.28E-02	-0.042035159	-0.0403761	0.063378271	-3.91E-02	0.046493273	-0.037866473	2.55E-02	0.047044633	0.066174876	0.033076255	-3.04E-02	0.02672259	-2.70E-02	-0.017904059	2.03E-02	0.043155418	0.024141675	2.26E-03	-1.24E-02	-0.037404415	1.10427618	0.036522984	-3.27E-02	0.313825395	-0.035055656	0.058793114	0.05076609	0.034478416	-2.97E-02	2.15E-03	0.035940797	-0.019294513	0.064463251	-0.031590976	-0.037959174	-3.28E-02	-0.052186841	4.42E-02	-0.034366995	-2.98E-02	-0.053213636	-3.56E-02	-0.047028272	-4.02E-02	-5.44E-02	-4.27E-02	-0.029570344	-3.75E-02	-0.041079803	-0.0350961	-4.57E-02	-0.043033749	-3.74E-02	-0.029727672	-0.028492326	-0.032068615	1.56E-02	3.65E-03	-0.019468784	-0.020541292	-0.038132767	-0.004408096	-5.20E-02	-0.033544877	-0.068249199	0.049437284	-3.36E-02	-0.029162954	-0.044163561
ANWC108	-0.040004857	-0.050692263	-3.28E-02	-0.035102848	0.042919523	-4.67E-03	0.035966483	1.89E-02	-0.023472145	-4.05E-02	0.047092848	0.038973111	0.039651783	0.043970608	0.042854374	0.040452307	-0.006838495	-0.005562521	-0.026696435	-0.005709573	-0.004723377	-0.002105236	-3.35E-03	-0.037532551	-3.34E-03	-2.43E-02	-2.37E-02	-2.78E-02	-0.027888684	-0.029453609	-2.18E-02	-0.023678202	-2.72E-02	0.028732445	-0.023441028	3.00E-02	-0.031069591	-0.030319472	0.041852129	-2.81E-02	0.031265981	-0.028031514	2.21E-02	0.029681288	0.041855503	0.025955643	-2.12E-02	0.021934042	-2.00E-02	-0.011780521	1.32E-02	0.029547242	0.019554046	-5.56E-04	-7.52E-03	-0.026644817	0.036522984	1.088005185	-2.41E-02	0.032560536	-0.024542637	0.038907036	0.033693338	0.021421187	-2.22E-02	-2.58E-03	0.024199575	-0.015682527	0.041926355	-0.02337458	-0.027376142	-2.35E-02	-0.037504552	3.36E-02	-0.02553836	-2.04E-02	-0.041320859	-2.60E-02	-0.034284721	-3.10E-02	-4.07E-02	-3.17E-02	-0.021006656	-2.69E-02	-0.028490176	-0.025994932	-3.48E-02	-0.032015282	-2.70E-02	-0.022103031	-0.021660646	-0.021800183	6.77E-03	5.43E-04	-0.012702924	-0.01577449	-0.029200288	-0.008227819	-3.78E-02	-0.023333496	-0.049901543	0.032390136	-2.40E-02	-0.02118842	-0.031116605
ANWC112	0.001958645	0.012628201	6.21E-03	-0.000945133	-0.037187442	-3.84E-03	-0.038050182	-1.83E-02	-0.001590162	-3.19E-03	-0.041000507	-0.03689969	-0.038160373	-0.036486881	-0.040316179	-0.042002681	-0.004458346	-0.004713714	-0.001531623	-0.0033962	-0.004829041	-0.005272243	-4.68E-03	0.003319002	-5.22E-03	9.23E-05	-2.40E-05	1.01E-03	0.003050616	0.001377869	6.44E-03	0.001892935	6.19E-03	-0.027389197	0.046990962	-2.74E-02	0.002315777	0.002264377	-0.041518311	6.91E-03	-0.027917173	0.001766268	-2.01E-02	-0.026612567	-0.039061091	-0.021295393	3.30E-03	-0.021021864	-1.83E-03	-0.00293367	-1.90E-02	-0.026947137	-0.019240657	-1.25E-02	-4.30E-03	0.004822028	-0.032709091	-0.024082811	1.12E+00	-0.031817667	-0.001636206	-0.037874065	-0.027919945	-0.028101831	-1.96E-03	-1.66E-02	-0.028156369	-0.00385972	-0.040445783	-0.001847602	0.000574988	2.07E-03	0.007707239	-2.81E-02	0.001823059	5.18E-03	0.006295999	4.14E-03	0.006221412	9.89E-03	9.98E-03	6.88E-03	0.002313088	8.16E-03	0.006278635	0.00296197	-1.11E-03	0.007682659	6.00E-03	0.002864558	0.005629443	0.007313987	-1.66E-02	-1.37E-02	-0.002989601	-0.001453906	0.001487604	-0.016963292	-2.97E-03	0.00492408	0.011588049	-0.034258333	-5.45E-04	0.00053615	0.000661661
ANWC107	-0.051104238	-0.065191671	-4.45E-02	-0.042612925	0.056518392	-7.18E-03	0.044401626	2.19E-02	-0.029339878	-4.75E-02	0.063743016	0.052214283	0.051900876	0.060829208	0.059327961	0.051340092	-0.011253096	-0.010428309	-0.03362358	-0.010269403	-0.006949159	-0.004911977	-6.62E-03	-0.048940758	-8.64E-03	-3.23E-02	-3.02E-02	-3.73E-02	-0.037145001	-0.040261487	-3.06E-02	-0.032479426	-3.53E-02	0.040571602	-0.032918293	3.79E-02	-0.040239273	-0.039276179	0.052558324	-3.86E-02	0.044043763	-0.036892884	2.18E-02	0.042859013	0.058060984	0.029845689	-3.00E-02	0.023297808	-2.71E-02	-0.018204081	1.74E-02	0.039169786	0.019609516	-6.64E-04	-1.36E-02	-0.036796939	0.313825395	0.032560536	-3.18E-02	1.11166358	-0.034189213	0.050007328	0.045872036	0.029126963	-3.01E-02	-1.07E-03	0.030764084	-0.019180064	0.055630322	-0.03106091	-0.035776827	-3.26E-02	-0.050387201	4.13E-02	-0.035231464	-2.95E-02	-0.049691886	-3.54E-02	-0.04552478	-3.96E-02	-5.14E-02	-4.14E-02	-0.02945934	-3.57E-02	-0.039926398	-0.034784428	-4.37E-02	-0.040986472	-3.64E-02	-0.030329523	-0.028538601	-0.032437745	1.15E-02	9.73E-04	-0.019987687	-0.020560576	-0.037930005	-0.00843685	-4.87E-02	-0.033743259	-0.063480588	0.043779215	-3.18E-02	-0.029257635	-0.041746763
ANWC126	0.014316434	0.006988594	1.80E-02	0.015670562	-0.037622769	-7.64E-03	-0.03967379	-2.07E-02	0.00558885	1.14E-02	-0.04325487	-0.037615139	-0.040250758	-0.039538554	-0.041184074	-0.04118251	-0.00485838	-0.004635547	0.015056824	-0.007244062	-0.006933373	-0.00664309	-7.58E-03	0.020865128	-7.90E-03	2.69E-02	-7.55E-03	1.63E-02	0.015570305	0.012635294	-2.97E-04	0.011507499	9.01E-04	-0.027960305	-0.001085884	-2.98E-02	0.011726285	0.011542697	-0.042484047	7.82E-04	-0.029153016	0.014793953	-2.27E-02	-0.029524333	-0.039467748	-0.024139569	1.01E-02	-0.022961061	-1.00E-02	0.000521364	-2.19E-02	-0.027745457	-0.021561994	-1.67E-02	-3.66E-03	-0.001208989	-0.035055656	-0.024542637	-1.64E-03	-0.034189213	1.067127705	-0.038645855	-0.031674371	-0.030166237	-8.76E-03	-1.96E-02	-0.029058413	-0.010908013	-0.042274347	-0.008041619	0.008782834	-4.03E-03	-0.001996632	-2.89E-02	0.009225455	-1.87E-03	-0.000787817	1.47E-02	-0.004177948	-2.62E-03	1.57E-03	-2.66E-03	-0.004284356	2.07E-03	-0.000884712	0.011749141	1.41E-02	0.000368051	-1.45E-03	-0.001651841	0.000249206	-0.000334498	-1.85E-02	-1.66E-02	0.000351429	-0.000018038	0.014568371	-0.021898841	1.76E-02	-0.004396723	0.005681131	-0.033425084	1.10E-02	-0.005775385	0.015217717
SAM45	-0.059311969	-0.076546084	-5.30E-02	-0.050380117	0.093949914	-5.44E-03	0.102520228	3.29E-02	-0.03355622	-5.53E-02	0.113552574	0.091943809	0.098157141	0.090418609	0.09655827	0.091375664	-0.013660896	-0.009756304	-0.038051983	-0.008653745	-0.008221287	-0.00464707	-5.78E-03	-0.058346085	-8.46E-03	-3.78E-02	-3.48E-02	-4.19E-02	-0.042429738	-0.046436299	-3.41E-02	-0.03620664	-4.18E-02	0.048063192	-0.03619858	5.24E-02	-0.046449455	-0.046460618	0.087297535	-4.37E-02	0.05245618	-0.041650902	3.28E-02	0.050602808	0.10701067	0.03864635	-3.56E-02	0.030457963	-3.12E-02	-0.017884063	2.01E-02	0.047847056	0.02798772	1.65E-03	-1.38E-02	-0.041077006	0.058793114	0.038907036	-3.79E-02	0.050007328	-0.038645855	1.137543321	0.05913548	0.037895235	-3.36E-02	4.69E-04	0.040036477	-0.023443602	0.085703479	-0.034680016	-0.041819149	-3.56E-02	-0.058490191	5.14E-02	-0.039180898	-3.04E-02	-0.059103924	-4.11E-02	-0.052699165	-4.69E-02	-6.03E-02	-4.61E-02	-0.033724856	-3.98E-02	-0.045391121	-0.040150123	-4.95E-02	-0.048984887	-4.16E-02	-0.035145997	-0.033015032	-0.0366678	1.40E-02	4.46E-03	-0.022707853	-0.023211001	-0.041884383	-0.008318901	-5.62E-02	-0.039523495	-0.07627724	0.055162764	-3.77E-02	-0.032541266	-0.049066716
ANWC110	-0.049492908	-0.060820873	-4.04E-02	-0.041293169	0.060648778	-5.17E-03	0.055654428	2.41E-02	-0.026449256	-4.64E-02	0.067983698	0.057441833	0.059000454	0.062216249	0.063885034	0.060709312	-0.008880601	-0.007911547	-0.031297235	-0.007765322	-0.005206149	-0.003034354	-4.42E-03	-0.046153759	-6.05E-03	-3.03E-02	-2.64E-02	-3.46E-02	-0.03393772	-0.037147758	-2.79E-02	-0.028386072	-3.30E-02	0.043210938	-0.028057153	4.22E-02	-0.037256579	-0.036591674	0.061446671	-3.54E-02	0.043762919	-0.034137058	2.81E-02	0.04838287	0.063535988	0.032735167	-2.70E-02	0.025515161	-2.47E-02	-0.01399098	2.42E-02	0.043393799	0.024404568	3.53E-03	-1.20E-02	-0.033379812	0.05076609	0.033693338	-2.79E-02	0.045872036	-0.031674371	0.05913548	1.105835676	0.031950299	-2.64E-02	2.35E-03	0.036869562	-0.017881396	0.065599155	-0.02669617	-0.033084176	-2.91E-02	-0.044689998	4.26E-02	-0.031933162	-2.55E-02	-0.048091103	-3.18E-02	-0.041307041	-3.78E-02	-4.86E-02	-3.72E-02	-0.026828142	-3.19E-02	-0.035674774	-0.031643321	-4.28E-02	-0.038913438	-3.35E-02	-0.026398003	-0.025802981	-0.028735836	1.67E-02	5.08E-03	-0.018301846	-0.01868282	-0.033791321	-0.002978021	-4.56E-02	-0.030465478	-0.060690364	0.049498595	-3.11E-02	-0.026524953	-0.039831724
