	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205	
ABTC84315	-0.063272664	-0.080976006	-0.055315867	-0.053102511	-0.060470379	0.090888106	-7.24E-03	0.085433158	0.036101729	-3.60E-02	-5.93E-02	0.101542357	0.089232517	0.08612775	0.091494252	0.094786785	0.086010027	-0.014339402	-1.35E-02	-0.014658748	-0.0095626	-4.12E-02	-0.011276751	-0.007724754	-0.004949493	-0.004626198	-6.02E-02	0.070796729	0.0680615	-0.050962807	-7.24E-03	-0.040842993	-3.73E-02	-0.045864812	-4.51E-02	-4.84E-02	-0.037373795	-3.90E-02	-0.043777346	0.052364869	-0.038091514	0.009355076	0.056816168	-0.047826553	-0.048393369	0.085701429	-4.70E-02	0.057244766	-0.045036027	3.57E-02	0.057605288	0.094112374	0.041527701	-0.035531851	0.033301711	-3.17E-02	-1.84E-02	0.023851654	0.051886843	0.033614394	0.003958669	-1.50E-02	-4.39E-02	0.064226836	0.041864873	-0.040040833	0.055637161	-0.041991997	0.085556051	0.065454395	0.00266408	0.042879522	-3.54E-02	0.004360774	0.04589147	-0.023642042	1.330706	-3.70E-02	-4.36E-02	-4.06E-02	-0.062037576	0.056575457	-4.24E-02	-3.42E-02	-0.062449934	-0.043155416	-5.59E-02	-0.049591431	-6.43E-02	-4.99E-02	-3.57E-02	-4.45E-02	-4.87E-02	-0.041473206	-5.32E-02	-0.050243513	-0.044062358	-0.036224379	-0.033719655	-0.038527641	0.017636139	5.22E-03	-0.023305754	-2.49E-02	-4.68E-02	-0.003886634	-0.058431843	-0.040243491	-0.080207931	0.061263831	-4.02E-02	-3.57E-02	-0.053061661	
B54738	-0.003613676	0.011328788	0.002886467	-0.006526346	-0.001643301	-0.033253112	-7.48E-03	-0.034910756	-0.019380227	-7.80E-03	-7.49E-03	-0.038279307	-0.033027493	-0.034555583	-0.034344623	-0.036423397	-0.038277877	-0.007636642	-3.47E-03	-0.006509695	-0.008412613	-5.18E-03	-0.00668994	-0.009651371	-0.007766145	-0.009955956	-1.38E-03	-0.030080654	-0.029879864	0.002223253	-9.28E-03	-0.004803628	3.44E-02	-0.002285236	-2.03E-03	-3.98E-03	0.001384679	-2.50E-03	0.00460178	-0.023403452	0.002272416	-0.011069967	-0.026183607	-0.004421304	-0.003750854	-0.037470523	7.99E-04	-0.025034034	-0.003439775	-2.23E-02	-0.024068584	-0.035699488	-0.022175923	-0.0018744	-0.019969302	1.35E-02	-5.74E-03	-0.01540253	-0.023296525	-0.019605742	-0.007470673	-7.62E-03	3.20E-03	-0.030978745	-0.022882498	-0.001208447	-0.030439621	-0.007457779	-0.03407231	-0.026110342	-0.010854192	-0.025167284	1.15E-02	-0.011413289	-0.025996672	0.010242827	-0.036971462	1.07E+00	-4.44E-03	5.34E-02	0.001323457	-0.025737026	-3.51E-03	1.60E-03	0.00848605	-0.000854302	-4.22E-05	0.004458076	1.12E-02	6.25E-03	3.01E-02	2.45E-03	4.04E-04	-0.001975416	-6.95E-03	0.001012312	0.003795586	0.053402357	0.003101184	0.002940804	-0.013611551	-9.45E-03	-0.006865104	-6.22E-03	-4.78E-03	-0.009647512	-0.007562812	0.004726411	0.010847085	-0.030823828	-7.16E-03	2.11E-02	-0.003032094	
B54114	0.014618755	0.010833676	0.017631692	0.014839261	0.019094178	-0.041682473	-6.24E-03	-0.042001486	-0.021115296	3.51E-03	1.31E-02	-0.046901455	-0.040532033	-0.041591642	-0.042366488	-0.04333292	-0.044246701	-0.003141948	5.86E-04	-0.005175738	-0.003223144	7.68E-03	-0.005881564	-0.007607322	-0.007554625	-0.008834862	2.23E-02	-0.036499624	-0.03429744	0.016734309	-8.96E-03	0.012857296	-4.30E-03	0.013825115	1.44E-02	1.34E-02	0.002026942	8.96E-03	0.002037817	-0.030268494	0.002208477	-0.017566214	-0.030976579	0.013719331	0.031752734	-0.042891731	2.17E-03	-0.029687993	0.013552715	-2.37E-02	-0.031300447	-0.043685622	-0.024688159	0.008943895	-0.022279455	-6.10E-03	2.49E-05	-0.022043543	-0.029363006	-0.02173834	-0.014385609	-3.22E-03	1.56E-03	-0.037508941	-0.027237984	0.001105695	-0.035223899	0.009272018	-0.041405153	-0.032830387	-0.017902613	-0.030084249	-5.39E-03	-0.018775252	-0.030951959	-0.006767401	-0.043628038	-4.44E-03	1.11E+00	-6.30E-04	0.003220665	-0.031459085	1.17E-02	-1.29E-03	0.002021891	0.011549263	-4.38E-04	0.000536193	6.53E-03	1.81E-03	-2.47E-03	3.37E-03	2.17E-03	0.01141669	1.49E-02	0.00337058	0.002954186	-0.001308834	0.00264301	0.001264287	-0.019481369	-1.57E-02	0.000883747	1.40E-03	1.19E-02	-0.02020502	0.017073255	-0.002292671	0.00911687	-0.036444297	1.27E-02	-3.05E-03	0.01427852	
B54739	0.002813829	0.018782955	0.00695741	-0.000632387	0.00491288	-0.035711616	-6.75E-03	-0.036874386	-0.018902153	-4.65E-03	-1.79E-03	-0.040751263	-0.036856534	-0.036436775	-0.03611162	-0.038014398	-0.041264175	-0.00588384	-1.87E-03	-0.006174476	-0.005033719	-3.75E-03	-0.006690192	-0.008767385	-0.00595043	-0.007702998	5.00E-03	-0.032892421	-0.030079741	0.006210806	-7.34E-03	-0.002385882	2.93E-02	0.000580709	2.84E-03	1.70E-03	0.003373082	2.45E-03	0.007687889	-0.025891912	0.00279061	-0.00970251	-0.027217001	0.001196965	0.002039089	-0.041016405	4.19E-03	-0.026276461	0.001676978	-2.23E-02	-0.026170394	-0.037278222	-0.023921763	0.001238236	-0.021919662	1.32E-02	-4.07E-03	-0.016104426	-0.025138245	-0.020076617	-0.00740235	-4.29E-03	8.49E-03	-0.032312159	-0.023145746	0.002572009	-0.032086956	-0.003512768	-0.035123383	-0.028658719	-0.010584569	-0.025068917	1.08E-02	-0.011627025	-0.025615492	0.008543656	-0.040551507	5.34E-02	-6.30E-04	1.08E+00	0.008088763	-0.027074921	1.01E-03	3.64E-03	0.01389957	0.002678818	4.81E-03	0.005131456	1.52E-02	8.89E-03	2.20E-02	6.53E-03	5.81E-03	0.001086166	-2.26E-05	0.00555658	0.006863073	0.03916941	0.002587578	0.003404166	-0.01256338	-9.24E-03	-0.005109024	-3.41E-03	-1.16E-03	-0.00906727	-0.001438427	0.006008101	0.018345758	-0.031614094	-3.45E-03	2.04E-02	0.002739248	
B55220	0.011050258	0.050824194	0.016134668	0.003817649	0.013323589	-0.057577376	-9.34E-03	-0.057203284	-0.030931396	-1.60E-03	2.03E-03	-0.064403647	-0.057114912	-0.057269292	-0.057944407	-0.062263202	-0.06206834	-0.008751768	-7.62E-04	-0.008398297	-0.011328323	-2.48E-03	-0.009944555	-0.010529637	-0.011865105	-0.012774024	1.42E-02	-0.050847409	-0.048672524	0.014951281	-1.14E-02	-0.000871387	6.18E-03	0.005104651	6.90E-03	6.46E-03	0.007311937	7.47E-03	0.020085825	-0.041720789	0.008535834	-0.020421451	-0.043122777	0.00732313	0.006642591	-0.06340143	1.44E-02	-0.042752736	0.004845611	-3.37E-02	-0.042769966	-0.061636525	-0.035892667	0.007254829	-0.031501848	-5.72E-04	-3.47E-03	-0.027887197	-0.042033121	-0.030384822	-0.017398478	-6.57E-03	2.33E-02	-0.051194468	-0.036850012	0.008517443	-0.049355847	-0.001196963	-0.057522344	-0.043966275	-0.020888026	-0.041228159	1.46E-03	-0.021537861	-0.041927263	-0.002657931	-0.062037576	1.32E-03	3.22E-03	8.09E-03	1.10208261	-0.042570082	4.88E-03	7.62E-03	0.043546895	0.008372828	3.42E-01	0.044468447	4.32E-02	4.43E-02	5.04E-03	1.51E-02	1.77E-02	0.006379213	2.59E-03	0.030426392	0.019387258	0.006514626	0.008035725	0.011771035	-0.023041789	-1.89E-02	-0.006438091	-4.68E-03	3.51E-03	-0.022464121	0.004720497	0.014215364	0.051459039	-0.049015488	-1.14E-04	4.63E-03	0.007871487	
B49452	-0.045574759	-0.056071507	-0.038630509	-0.038142704	-0.043070667	0.051605046	-4.85E-03	0.047608483	0.022698536	-2.40E-02	-4.29E-02	0.058806138	0.050618745	0.05124154	0.054428887	0.0550277	0.051712047	-0.00836829	-1.14E-02	-0.008181364	-0.007180336	-2.95E-02	-0.006281583	-0.004929844	-0.002099316	-0.004542924	-4.30E-02	0.045942482	0.041636415	-0.035269423	-5.40E-03	-0.028403498	-2.64E-02	-0.031221919	-3.06E-02	-3.30E-02	-0.025084138	-2.63E-02	-0.031789178	0.034708412	-0.026360994	0.005617107	0.035560226	-0.034506788	-0.032017183	0.051303683	-3.14E-02	0.038923066	-0.031423597	2.42E-02	0.03692679	0.054864338	0.029952107	-0.024467515	0.022845842	-2.38E-02	-1.24E-02	0.015124845	0.035682109	0.02258411	0.001705722	-1.07E-02	-3.03E-02	0.044033631	0.033517223	-0.027838112	0.04135652	-0.028666613	0.051272233	0.042521919	-0.001392326	0.028584385	-2.64E-02	0.00021624	0.028307392	-0.016606759	0.056575457	-2.57E-02	-3.15E-02	-2.71E-02	-0.042570082	1.103863239	-2.83E-02	-2.44E-02	-0.044457651	-0.029298809	-3.95E-02	-0.034252534	-4.49E-02	-3.46E-02	-2.54E-02	-3.01E-02	-3.18E-02	-0.028739302	-4.01E-02	-0.036176418	-0.030735605	-0.025407353	-0.022000253	-0.026313255	0.011808363	1.97E-03	-0.01562045	-1.78E-02	-3.25E-02	-0.005852225	-0.041981184	-0.026822843	-0.056033478	0.042354655	-2.65E-02	-2.46E-02	-0.035224865	
B32899	0.019513379	0.012968369	0.01927473	0.017712861	0.021991609	-0.039329805	-6.58E-03	-0.040462426	-0.02085426	5.70E-03	1.51E-02	-0.044267354	-0.038935626	-0.041452677	-0.039995758	-0.04220902	-0.043738009	-0.001092581	1.15E-03	-0.004546735	-0.00443244	8.23E-03	-0.004845702	-0.007759799	-0.005752462	-0.007139326	2.36E-02	-0.035808422	-0.033641698	0.017969396	-7.80E-03	0.007507168	-1.75E-03	0.011302363	1.28E-02	1.34E-02	0.003227543	8.78E-03	0.004751012	-0.029071365	0.00298539	-0.015744815	-0.029139509	0.01426288	0.01386938	-0.044597714	4.78E-03	-0.029358701	0.016849918	-2.37E-02	-0.029541794	-0.04191428	-0.025581247	0.008373129	-0.021353518	-3.62E-03	7.13E-04	-0.020749746	-0.028482003	-0.020835217	-0.013627459	-3.49E-03	2.17E-03	-0.03399537	-0.025440722	0.002226441	-0.034901149	0.009759299	-0.038881016	-0.031819144	-0.0155886	-0.030200185	-3.34E-03	-0.01680579	-0.030772478	-0.006663259	-0.042385746	-3.51E-03	1.17E-02	1.01E-03	0.00488417	-0.028282748	1.07E+00	7.31E-04	0.004702842	0.011928664	2.94E-03	0.003523739	8.14E-03	3.73E-03	9.50E-05	7.18E-03	4.31E-03	0.010384858	1.83E-02	0.00754693	0.002769066	0.000187503	0.003292886	0.003556261	-0.017486103	-1.48E-02	0.001764229	9.84E-04	1.47E-02	-0.018038765	0.02147328	-0.001367485	0.011362437	-0.035024975	6.54E-03	-1.80E-03	0.017323628	
B55412	-0.002208516	0.01001892	0.001785521	-0.002789409	0.001146664	-0.031032822	-4.13E-03	-0.033724112	-0.016218618	-3.34E-03	-6.15E-03	-0.034742369	-0.032891198	-0.033550819	-0.031657905	-0.034589929	-0.03508875	-0.004340649	-1.88E-03	-0.00195447	-0.005161964	-2.58E-03	-0.002977425	-0.004520228	-0.005436571	-0.006129267	7.63E-04	-0.028645821	-0.025444856	0.004553457	-3.91E-03	-0.000569817	3.32E-03	0.001523877	3.80E-04	6.16E-05	0.006946514	3.44E-04	0.008666489	-0.023106201	0.004658064	-0.011463077	-0.022842429	-0.000814831	0.002165667	-0.035160013	5.75E-03	-0.023181438	0.001835994	-1.68E-02	-0.021819857	-0.033257765	-0.019636877	0.000316817	-0.017619602	-4.67E-04	-3.23E-03	-0.016071515	-0.023537466	-0.016043409	-0.010442414	-3.07E-03	6.21E-03	-0.029406705	-0.020231389	0.005450655	-0.029157601	-0.001478456	-0.030160172	-0.02522964	-0.013763036	-0.023292362	-1.76E-04	-0.013292007	-0.02361167	-0.001362985	-0.034243833	1.60E-03	-1.29E-03	3.64E-03	0.007621525	-0.02444522	7.31E-04	1.07E+00	0.010217698	0.001774632	6.27E-03	0.005577933	9.65E-03	7.11E-03	3.16E-03	7.01E-03	5.63E-03	0.001180955	-4.66E-03	0.006979332	0.00871922	0.001879102	0.007819282	0.007645546	-0.014839588	-1.05E-02	-0.002538725	-2.14E-03	-3.84E-04	-0.013514235	-0.004891003	0.018904042	0.009133438	-0.029762581	-3.31E-03	4.25E-03	-0.000619639	
B55160	0.013373389	0.09360721	0.019519374	0.008233947	0.018632025	-0.058939081	-1.20E-02	-0.058903586	-0.032643796	-3.01E-03	6.09E-03	-0.066865171	-0.058297549	-0.057800522	-0.060132159	-0.063475447	-0.062229208	-0.008669878	-1.63E-03	-0.009989301	-0.010013152	-2.64E-03	-0.012511174	-0.01303217	-0.013695207	-0.014732638	1.71E-02	-0.053816634	-0.048734961	0.01684498	-1.35E-02	-0.000949757	1.26E-02	0.005933104	8.30E-03	7.25E-03	0.009960797	6.16E-03	0.036044256	-0.040205519	0.00971501	-0.019472142	-0.04332336	0.007465409	0.007874702	-0.063304989	1.66E-02	-0.045314929	0.005829915	-3.61E-02	-0.042819018	-0.062772623	-0.039584495	0.006381202	-0.035235419	2.28E-03	-5.45E-03	-0.024444953	-0.042481157	-0.034300657	-0.017262009	-9.25E-03	3.32E-02	-0.052092796	-0.040503047	0.007230671	-0.048554501	0.000201227	-0.0580275	-0.047303815	-0.022091659	-0.041859318	3.52E-03	-0.022741611	-0.042741548	-0.002731945	-0.062449934	8.49E-03	2.02E-03	1.39E-02	0.043546895	-0.044457651	4.70E-03	1.02E-02	1.097485185	0.009639148	3.08E-02	0.038829697	1.03E-01	4.66E-02	8.70E-03	2.05E-02	2.48E-02	0.00734674	4.94E-03	0.025664707	0.029418907	0.009603504	0.011428258	0.016515808	-0.020299279	-1.86E-02	-0.006265211	-5.24E-03	4.62E-03	-0.023518062	0.010596993	0.022731311	0.097871615	-0.049978172	1.14E-04	7.47E-03	0.011821285	
ABTC119512	0.018784888	0.017249013	0.019221652	0.018447761	0.022421311	-0.040525839	-5.17E-03	-0.042736104	-0.019328923	9.81E-03	1.62E-02	-0.043986164	-0.038851489	-0.041032956	-0.03959815	-0.04354679	-0.045257358	-0.000320464	2.34E-03	-0.001595477	-0.003439728	1.74E-02	-0.004101754	-0.005100695	-0.004008943	-0.006515879	2.27E-02	-0.035933768	-0.033648497	0.016668819	-5.27E-03	0.010706871	-1.53E-04	0.013188731	1.49E-02	1.54E-02	0.003536495	1.36E-02	0.006578826	-0.029437959	0.002737242	-0.014669294	-0.028651417	0.015198133	0.015410681	-0.045287315	6.82E-03	-0.028531558	0.014653716	-2.30E-02	-0.028859748	-0.041314923	-0.024318042	0.010614042	-0.021580205	-1.20E-03	2.62E-03	-0.021041979	-0.028879476	-0.020918117	-0.012217577	-2.19E-03	6.39E-03	-0.035352763	-0.025867447	0.004493635	-0.035150345	0.015054918	-0.041031229	-0.031646551	-0.016238371	-0.031024181	5.30E-04	-0.015073313	-0.029810683	-0.005243177	-0.043155416	-8.54E-04	1.15E-02	2.68E-03	0.008372828	-0.029298809	1.19E-02	1.77E-03	0.009639148	1.071194649	4.97E-03	0.006387323	1.06E-02	4.72E-03	7.83E-04	6.31E-03	5.91E-03	0.019062408	1.48E-02	0.009730845	0.005078964	0.002278453	0.004252311	0.005078812	-0.01703736	-1.24E-02	0.003625116	3.15E-03	1.33E-02	-0.016644481	0.019050929	0.001989021	0.016955317	-0.036024242	1.10E-02	2.00E-04	0.016940287	
B55221	0.005196548	0.039616266	0.012635066	0.001368001	0.009013141	-0.052423842	-9.84E-03	-0.052116403	-0.028352027	-3.14E-03	-1.55E-03	-0.059703459	-0.052676403	-0.052355934	-0.052963151	-0.056925835	-0.056466253	-0.008951266	-1.91E-03	-0.007698372	-0.009497074	-4.36E-03	-0.009363735	-0.011129015	-0.010216242	-0.012251756	8.82E-03	-0.046712618	-0.043326307	0.011753999	-1.04E-02	-0.00184259	4.69E-04	0.002428612	5.05E-03	2.79E-03	0.007426501	4.71E-03	0.014336371	-0.037575794	0.007789242	-0.020345021	-0.038735729	0.003581031	0.003437628	-0.056565218	1.13E-02	-0.039048656	0.004192452	-2.96E-02	-0.038715603	-0.055331932	-0.03336848	0.004909185	-0.028339578	-2.48E-03	-5.64E-03	-0.026099471	-0.039013168	-0.028616591	-0.017736189	-6.70E-03	1.39E-02	-0.046087285	-0.033668174	0.007062027	-0.044566355	-0.00342436	-0.051798269	-0.040680179	-0.021285007	-0.037540765	-8.12E-04	-0.021497286	-0.037613705	-0.005189697	-0.05592451	-4.22E-05	-4.38E-04	4.81E-03	0.34227162	-0.039499888	2.94E-03	6.27E-03	0.03080405	0.004966907	1.09E+00	0.031820293	3.19E-02	4.38E-02	2.80E-03	1.21E-02	1.36E-02	0.004174441	-6.07E-04	0.023208486	0.015925182	0.005152666	0.007938369	0.010475277	-0.022214434	-1.85E-02	-0.006462686	-5.23E-03	1.13E-03	-0.022231691	-0.001384575	0.009632699	0.039247211	-0.04452689	-2.06E-03	2.80E-04	0.003756446	
B55255	0.007769228	0.043183625	0.011713184	0.003022266	0.008706688	-0.045422204	-7.30E-03	-0.045109851	-0.024151632	-1.41E-03	1.53E-03	-0.051875351	-0.04562673	-0.047282806	-0.045807769	-0.049457968	-0.049688092	-0.00645832	-2.40E-03	-0.005879976	-0.00724262	-9.07E-04	-0.006826458	-0.008485301	-0.007660757	-0.010121382	9.69E-03	-0.040085529	-0.037450782	0.010635287	-8.78E-03	0.000709261	5.51E-03	0.003735357	5.54E-03	3.92E-03	0.009220375	4.22E-03	0.020240665	-0.034401271	0.009420821	-0.015617534	-0.033577163	0.004892443	0.00402428	-0.05027619	1.30E-02	-0.03274906	0.003030671	-2.81E-02	-0.033819272	-0.05009649	-0.029057044	0.004639117	-0.026996898	3.27E-04	-3.33E-03	-0.020773507	-0.032470838	-0.025064798	-0.014494205	-4.92E-03	2.00E-02	-0.039575452	-0.030449749	0.010516897	-0.038888136	-0.001931855	-0.046172149	-0.037366894	-0.01775096	-0.03371461	-1.57E-04	-0.018794902	-0.033309807	-0.002817521	-0.049591431	4.46E-03	5.36E-04	5.13E-03	0.044468447	-0.034252534	3.52E-03	5.58E-03	0.038829697	0.006387323	3.18E-02	1.084002852	4.06E-02	4.71E-02	2.85E-03	1.64E-02	1.64E-02	0.004071091	2.88E-03	0.025655906	0.017153488	0.006328924	0.008460579	0.009171955	-0.018549896	-1.47E-02	-0.005349692	-2.52E-03	3.62E-03	-0.019770177	0.002394264	0.011780607	0.043702214	-0.039377326	-1.36E-03	3.67E-03	0.005234011	
B55126	0.016948366	0.090396771	0.020627919	0.010259688	0.019839616	-0.060025337	-1.01E-02	-0.059209913	-0.03194667	7.53E-06	9.85E-03	-0.067501392	-0.05940631	-0.060297907	-0.060906053	-0.06432304	-0.066011888	-0.007075603	-6.06E-06	-0.009534934	-0.009463161	-1.84E-04	-0.010927243	-0.010632894	-0.012520839	-0.014071076	2.16E-02	-0.05281309	-0.049328432	0.018719594	-1.21E-02	0.002327128	1.22E-02	0.00911299	9.34E-03	9.57E-03	0.009860617	7.10E-03	0.034513783	-0.042498357	0.012767885	-0.01875606	-0.043081602	0.008981093	0.008767099	-0.065594062	1.87E-02	-0.044741611	0.00787029	-3.65E-02	-0.042323546	-0.063054823	-0.037295966	0.008177109	-0.035439597	4.91E-03	-2.53E-03	-0.023936486	-0.041560476	-0.034386149	-0.016999466	-8.47E-03	3.14E-02	-0.053204143	-0.040029337	0.010929012	-0.050177235	0.002441853	-0.059283451	-0.04772356	-0.019380884	-0.040930047	4.17E-03	-0.021598091	-0.042651321	-0.00105571	-0.064278976	1.12E-02	6.53E-03	1.52E-02	0.04323119	-0.044856239	8.14E-03	9.65E-03	0.103018486	0.010622078	3.19E-02	0.040572485	1.10E+00	4.53E-02	8.46E-03	2.31E-02	2.39E-02	0.0088201	8.29E-03	0.026468588	0.03080749	0.01207328	0.01154139	0.015864398	-0.020363847	-1.86E-02	-0.005361673	-2.09E-03	4.57E-03	-0.022132744	0.012459464	0.024646599	0.093196495	-0.050406625	9.66E-04	9.34E-03	0.013184598	
B55256	0.00614609	0.047756689	0.012027889	0.001174283	0.008793555	-0.044825279	-8.04E-03	-0.046078952	-0.025987089	-3.37E-03	7.03E-05	-0.05249818	-0.046801182	-0.047256882	-0.047164813	-0.051042623	-0.050189413	-0.006896322	-1.35E-03	-0.005362701	-0.00735199	-2.59E-03	-0.007579915	-0.008704783	-0.009071356	-0.011339421	9.44E-03	-0.040796591	-0.039257724	0.010142033	-8.01E-03	-0.000197123	8.05E-03	0.003166536	5.62E-03	4.11E-03	0.010590706	2.86E-03	0.022546069	-0.032841588	0.010798367	-0.015655869	-0.034150994	0.002545926	0.003227833	-0.05088954	1.25E-02	-0.034851874	0.003262217	-2.71E-02	-0.034351689	-0.04935019	-0.028748118	0.005131057	-0.027226095	1.45E-03	-2.80E-03	-0.021085778	-0.033361586	-0.025083952	-0.014590242	-7.15E-03	2.50E-02	-0.041963599	-0.031226974	0.007660245	-0.040539424	-0.001978714	-0.045386303	-0.036716765	-0.017976875	-0.034935032	7.74E-04	-0.017351836	-0.035433974	-0.001555974	-0.049901279	6.25E-03	1.81E-03	8.89E-03	0.044343017	-0.034622328	3.73E-03	7.11E-03	0.046599944	0.004721937	4.38E-02	0.047076948	4.53E-02	1.07E+00	6.34E-03	1.64E-02	1.92E-02	0.003381792	3.86E-05	0.023428745	0.014871526	0.0068858	0.00878959	0.010626279	-0.018218624	-1.41E-02	-0.005569647	-2.96E-03	1.00E-03	-0.016728236	0.000848625	0.013846425	0.048355073	-0.040714362	9.11E-04	6.24E-03	0.0050865	
B52435	0.000141533	0.012049263	0.005299332	-0.002579285	0.001496512	-0.03219052	-5.68E-03	-0.033030571	-0.016966354	-5.77E-03	-5.07E-03	-0.036639684	-0.032569769	-0.033041033	-0.031940679	-0.035484847	-0.036598367	-0.006603044	-1.52E-03	-0.005955323	-0.005624539	-3.89E-03	-0.005984805	-0.008013215	-0.006028202	-0.007861528	3.15E-03	-0.030431018	-0.027008604	0.004754346	-6.51E-03	-0.001260017	5.08E-02	-0.000482285	6.32E-04	-4.83E-04	0.002677244	-1.13E-04	0.004988362	-0.021593817	0.002019156	-0.010532866	-0.024975762	-0.000676161	-0.000875005	-0.036464376	1.80E-03	-0.024050774	-0.001495138	-2.01E-02	-0.022442488	-0.033250949	-0.02127705	0.000831213	-0.019252475	1.32E-02	-4.00E-03	-0.014019113	-0.022024676	-0.017984094	-0.00679165	-3.65E-03	3.19E-03	-0.029104291	-0.020756067	0.002783743	-0.028928555	-0.003647362	-0.033250747	-0.026574406	-0.008269476	-0.023408473	1.33E-02	-0.009411175	-0.023869449	0.010436973	-0.03574761	3.01E-02	-2.47E-03	2.20E-02	0.005040212	-0.02540752	9.50E-05	3.16E-03	0.008701403	0.000783218	2.80E-03	0.002848372	8.46E-03	6.34E-03	1.08E+00	2.21E-03	2.75E-03	-0.000505633	-3.91E-03	0.003187517	0.002844065	0.022564352	0.002502019	0.00412205	-0.013387409	-7.38E-03	-0.004094881	-3.88E-03	-1.47E-03	-0.009179224	-0.003468386	0.002903846	0.011734039	-0.030406999	-3.23E-03	1.60E-02	0.00026826	
B55280	0.007587812	0.026613258	0.010462648	0.003775095	0.009018697	-0.039170454	-4.82E-03	-0.040131377	-0.021347992	-1.19E-03	2.54E-03	-0.045535311	-0.040205972	-0.040396114	-0.038743646	-0.043375882	-0.04385411	-0.006226769	-1.03E-03	-0.003453642	-0.003722421	1.37E-03	-0.00433981	-0.006223361	-0.006227503	-0.007822533	9.17E-03	-0.034702556	-0.03411505	0.010071798	-6.71E-03	0.000365619	2.93E-03	0.00507881	6.88E-03	5.16E-03	0.010773787	4.26E-03	0.011721911	-0.029755424	0.007342316	-0.014986913	-0.030353267	0.003975067	0.007169689	-0.045327064	1.29E-02	-0.02874998	0.004932177	-2.26E-02	-0.028721646	-0.042250215	-0.025401495	0.003615997	-0.02203703	-1.74E-03	-2.06E-03	-0.021103285	-0.029781244	-0.021318192	-0.012846831	-3.48E-03	1.53E-02	-0.036955361	-0.026589737	0.008652957	-0.03512788	0.002555913	-0.039422255	-0.031521613	-0.016357937	-0.028376164	9.14E-05	-0.015811707	-0.029135386	-0.002924179	-0.044458719	2.45E-03	3.37E-03	6.53E-03	0.015123135	-0.030124691	7.18E-03	7.01E-03	0.02049705	0.006308087	1.21E-02	0.016410615	2.31E-02	1.64E-02	2.21E-03	1.09E+00	1.19E-02	0.004752648	3.48E-03	0.01523464	0.014733422	0.002093639	0.008700475	0.011192365	-0.01828135	-1.30E-02	-0.0022287	-1.51E-03	4.68E-03	-0.017606499	0.004174074	0.009644378	0.025580556	-0.035362174	-1.86E-04	4.30E-03	0.005952662	
B55291	0.007467631	0.029480793	0.010817739	0.003417796	0.009472005	-0.045851444	-6.59E-03	-0.046226496	-0.023918676	-1.15E-03	1.29E-03	-0.051398856	-0.044772946	-0.045161897	-0.044850576	-0.049530539	-0.050286371	-0.005681409	-5.56E-04	-0.004142422	-0.005667738	-1.91E-03	-0.007585526	-0.006741252	-0.008314868	-0.007237098	9.95E-03	-0.039349911	-0.038562297	0.010129157	-7.58E-03	0.001281638	3.36E-03	0.003632251	5.39E-03	4.93E-03	0.008212146	3.85E-03	0.015031496	-0.033936468	0.009007666	-0.016540869	-0.033553123	0.00541748	0.005507671	-0.049960908	2.29E-01	-0.032745022	0.005630867	-2.65E-02	-0.033184285	-0.047689538	-0.027752959	0.005068115	-0.025560346	1.70E-05	-2.23E-03	-0.022434312	-0.03386582	-0.023021928	-0.013474333	-4.27E-03	1.73E-02	-0.040405606	-0.02812273	0.006975371	-0.039169697	-0.000290949	-0.044874041	-0.035333617	-0.017573262	-0.033138964	2.18E-04	-0.017404535	-0.034340541	-0.003520736	-0.048661245	4.04E-04	2.17E-03	5.81E-03	0.017682008	-0.031833418	4.31E-03	5.63E-03	0.024808835	0.0059123	1.36E-02	0.016358988	2.39E-02	1.92E-02	2.75E-03	1.19E-02	1.07E+00	0.006324275	2.69E-03	0.014888767	0.010830669	0.005717945	0.008367748	0.008058007	-0.019190532	-1.49E-02	-0.003590384	-2.00E-03	3.07E-03	-0.01816691	0.003459396	0.009793855	0.028683235	-0.039482333	-8.71E-04	3.58E-03	0.004342809	
