	A37114	A36182	A35583	A35582	A35183	ABTC114050	ABTC37891	ABTC114048	ABTC143564	ABTC119685	A37115	ABTC113311	ABTC113310	ABTC113234	ABTC113233	ABTC113232	ABTC113231	ABTC85134	ABTC85133	ABTC73792	ABTC73791	ABTC119496	ABTC38831	ABTC38801	ABTC37976	ABTC37966	A35745	B46574	B46525	B46415	ABTC38802	B54287	B54701	B54119	B54149	B54133	B55279	ABTC119649	B55371	B52751	B53877	B41644	B46630	B54257	B54288	ABTC113312	B55292	B33180	B54256	B48315	B49330	ABTC113313	B48221	ABTC119904	B48236	B54436	B48426	B55501	B52750	B48235	B29378	B32845	B55281	B49357	B49438	B50538	B49358	B54028	ABTC114049	B49626	B41656	B52745	B54435	B29336	B52746	B54458	ABTC84315	B54738	B54114	B54739	B55220	B49452	B32899	B55412	B55160	ABTC119512	B55221	B55255	B55126	B55256	B52435	B55280	B55291	ABTC119786	B32011	B55308	B55370	B54740	B55399	B55400	B55503	B29377.b	B32773	B32774	B54278	B29337.a	B33369	B55435	A36181	B33013	ABTC119851	B54778	B33205	
A35745	0.045176965	0.035103091	0.040508038	0.045763606	0.051946492	-0.058303942	-8.39E-03	-0.058348297	-0.029242012	1.55E-02	4.39E-02	-0.064135659	-0.056703345	-0.058811362	-0.057015443	-0.062537887	-0.064258634	0.000502525	4.38E-03	-0.005151253	-0.006490133	1.96E-02	-0.008782089	-0.00894484	-0.009176443	-0.008945068	1.08E+00	-0.050881839	-0.048080844	0.035242589	-1.03E-02	0.0172613	9.95E-04	0.025923417	2.56E-02	2.74E-02	0.004510937	2.00E-02	0.009399179	-0.039956381	0.003817361	-0.01961285	-0.040647614	0.025445096	0.026494018	-0.063083093	1.11E-02	-0.040314703	0.025441298	-3.30E-02	-0.041696287	-0.060927484	-0.036003717	0.018221639	-0.032446038	-3.07E-03	4.34E-03	-0.026102259	-0.040643921	-0.031139079	-0.016705338	-2.04E-03	6.27E-03	-0.051244067	-0.037195514	0.003907023	-0.048369238	0.021514472	-0.057831685	-0.045751813	-0.020743544	-0.04157085	-8.08E-04	-0.020930362	-0.041451863	-0.007662239	-0.06021578	-1.38E-03	2.23E-02	5.00E-03	0.014233797	-0.043026745	2.36E-02	7.63E-04	0.017141703	0.022707211	8.82E-03	0.009686236	2.16E-02	9.44E-03	3.15E-03	9.17E-03	9.95E-03	0.022137316	4.19E-02	0.013464912	0.008384504	0.004597267	0.004373274	0.00600085	-0.021094217	-1.87E-02	0.005376501	5.29E-03	2.61E-02	-0.022528349	0.06129692	0.000524979	0.032940277	-0.04985318	1.83E-02	-6.04E-04	0.03901774	
B46574	-0.05337061	-0.067037873	-0.046083061	-0.046824657	-0.051701172	0.067319999	-6.49E-03	0.058185367	0.030465583	-2.83E-02	-5.08E-02	0.074893393	0.063493485	0.061646946	0.069087283	0.069319039	0.063691524	-0.009422985	-1.14E-02	-0.009346385	-0.005263848	-3.44E-02	-0.007615105	-0.006736666	-0.00397108	-0.005180837	-5.09E-02	1.213904738	0.102668609	-0.042872375	-6.63E-03	-0.034132077	-3.18E-02	-0.038566781	-3.74E-02	-3.98E-02	-0.029461583	-3.08E-02	-0.035309023	0.040745917	-0.032504694	0.00701916	0.054749291	-0.041053819	-0.040566342	0.064113837	-3.90E-02	0.044671119	-0.038441979	3.04E-02	0.043385476	0.06987199	0.034917295	-0.029223454	0.029075038	-2.74E-02	-1.42E-02	0.019042092	0.041512664	0.025204137	0.002709585	-1.14E-02	-3.66E-02	0.050747524	0.034131611	-0.032471473	0.044130491	-0.036175094	0.0613599	0.050612882	0.002419623	0.034457206	-2.99E-02	0.002729017	0.035611654	-0.019273737	0.070796729	-3.01E-02	-3.65E-02	-3.29E-02	-0.050847409	0.045942482	-3.58E-02	-2.86E-02	-0.053816635	-0.035933768	-4.67E-02	-0.040085529	-5.28E-02	-4.08E-02	-3.04E-02	-3.47E-02	-3.93E-02	-0.035037501	-4.49E-02	-0.04250524	-0.037873534	-0.030599496	-0.027934817	-0.030100706	0.011680185	3.20E-03	-0.018914071	-2.04E-02	-3.81E-02	-0.004917678	-0.049718673	-0.032918941	-0.066335529	0.047124081	-3.32E-02	-2.92E-02	-0.044545732	
B46525	-0.050529062	-0.063562467	-0.043094122	-0.042458679	-0.047611862	0.062900612	-3.89E-03	0.059392645	0.028375529	-2.77E-02	-4.96E-02	0.071147438	0.062008543	0.06136974	0.065442669	0.06576254	0.062915474	-0.008167395	-9.09E-03	-0.009010852	-0.005807959	-3.25E-02	-0.006199796	-0.005591242	-0.002539138	-0.003722133	-4.81E-02	0.102668609	1.13496232	-0.040282601	-3.87E-03	-0.031121626	-2.94E-02	-0.035173198	-3.44E-02	-3.76E-02	-0.029144631	-2.97E-02	-0.033434032	0.039147935	-0.029687307	0.007324475	0.057596354	-0.037962126	-0.037240345	0.062582107	-3.53E-02	0.043565297	-0.034539948	2.93E-02	0.044198078	0.067220273	0.033283572	-0.027292162	0.027618168	-2.49E-02	-1.33E-02	0.019346799	0.041431764	0.02623106	0.004134897	-1.08E-02	-3.47E-02	0.050403814	0.033907137	-0.030655489	0.0449286	-0.032391441	0.059459545	0.048095243	0.001532896	0.031957078	-2.63E-02	0.002325573	0.034874322	-0.018048999	0.0680615	-2.99E-02	-3.43E-02	-3.01E-02	-0.048672524	0.041636415	-3.36E-02	-2.54E-02	-0.048734961	-0.033648497	-4.33E-02	-0.037450782	-4.93E-02	-3.93E-02	-2.70E-02	-3.41E-02	-3.86E-02	-0.032271893	-4.18E-02	-0.038684599	-0.033251602	-0.028387086	-0.027271174	-0.028901944	0.013604976	4.36E-03	-0.017813384	-1.84E-02	-3.57E-02	-0.003280946	-0.046621982	-0.031463333	-0.062674756	0.048472995	-3.12E-02	-2.70E-02	-0.041739676	
B46415	0.032189746	0.028698397	0.028650447	0.029555841	0.035280398	-0.047969538	-6.18E-03	-0.050138388	-0.023722677	1.09E-02	3.00E-02	-0.054078107	-0.049122087	-0.049692566	-0.048062959	-0.053019495	-0.055708981	0.000185901	4.79E-03	-0.004014252	-0.003898044	1.43E-02	-0.003679439	-0.006468588	-0.006176965	-0.0064443	3.52E-02	-0.042872375	-0.040282601	1.053248763	-6.72E-03	0.012752242	2.82E-03	0.01991757	2.00E-02	2.14E-02	0.006902847	1.49E-02	0.010324298	-0.034153988	0.00743194	-0.015337503	-0.034482229	0.02099626	0.021636608	-0.055447546	1.16E-02	-0.034097573	0.020120857	-2.81E-02	-0.034116969	-0.050903695	-0.028839494	0.014200474	-0.026690276	1.48E-03	3.19E-03	-0.022543871	-0.033743103	-0.025195691	-0.012621328	-1.28E-03	7.55E-03	-0.043427888	-0.030660655	0.007767293	-0.041556384	0.015539832	-0.049289629	-0.037683122	-0.015007429	-0.035688168	2.93E-03	-0.016851611	-0.035816342	-0.002743382	-0.050962807	2.22E-03	1.67E-02	6.21E-03	0.014951281	-0.035269423	1.80E-02	4.55E-03	0.01684498	0.016668819	1.18E-02	0.010635287	1.87E-02	1.01E-02	4.75E-03	1.01E-02	1.01E-02	0.016810308	2.85E-02	0.014608797	0.009204157	0.006540576	0.005366307	0.006596073	-0.0186839	-1.40E-02	0.004202626	4.13E-03	1.87E-02	-0.017730794	0.035703641	0.003999805	0.027373313	-0.042714024	1.53E-02	2.35E-03	0.027257773	
ABTC38802	-0.012766252	-0.015120861	-0.008537641	-0.012850011	-0.011447176	-0.007751952	-2.95E-05	-0.009962301	-0.002537595	-6.49E-03	-1.48E-02	-0.007202447	-0.007912709	-0.007561771	-0.005043943	-0.007982424	-0.010132521	-0.00285609	-3.58E-03	-0.000261761	-0.00048568	-8.22E-03	0.002647153	0.002271718	-0.000662556	-0.001503833	-1.03E-02	-0.006628318	-0.003866987	-0.006716681	1.06E+00	-0.005115334	-7.89E-03	-0.007810358	-7.38E-03	-9.46E-03	-0.004639088	-5.54E-03	-0.006986072	-0.00719512	-0.003216748	-0.006467007	-0.00536195	-0.009854561	-0.008513735	-0.010075127	-6.64E-03	-0.004876937	-0.006745335	-4.93E-03	-0.004038515	-0.007484847	-0.00441074	-0.005614228	-0.001714257	-7.91E-03	-3.38E-03	-0.007060375	-0.006107511	-0.002246985	-0.00768163	2.96E-04	-6.84E-03	-0.00800371	-0.003416053	-0.005163937	-0.008723813	-0.007779265	-0.008592937	-0.006141053	-0.00896267	-0.007015121	-8.85E-03	-0.009836073	-0.007998134	-0.00707194	-0.007240562	-9.28E-03	-8.96E-03	-7.34E-03	-0.011362453	-0.005402371	-7.80E-03	-3.91E-03	-0.013520942	-0.005269717	-1.04E-02	-0.008783332	-1.21E-02	-8.01E-03	-6.51E-03	-6.71E-03	-7.58E-03	-0.005365984	-1.20E-02	-0.008467209	-0.006780998	-0.006388881	-0.004730807	-0.005308026	-0.008207699	-6.98E-03	-0.003709039	-4.06E-03	-8.64E-03	-0.012635264	-0.014109078	-0.006347499	-0.014380245	-0.008259165	-8.51E-03	-4.54E-03	-0.01022253	
B54287	0.01032633	0.006812233	0.015329104	0.012621912	0.014819433	-0.03598993	-4.63E-03	-0.036234155	-0.019419485	3.81E-03	9.71E-03	-0.041955911	-0.037732391	-0.03817261	-0.03667534	-0.038766111	-0.039393495	-0.00264482	-3.58E-04	-0.00489601	-0.00405653	1.16E-02	-0.005688874	-0.005137561	-0.007202401	-0.008165928	1.73E-02	-0.034132077	-0.031121626	0.012752242	-5.12E-03	1.055450201	-4.59E-03	0.011612566	1.25E-02	1.35E-02	0.001597841	8.40E-03	0.001401698	-0.02683487	0.001009798	-0.016302477	-0.027112979	0.008430506	0.009996919	-0.041244788	1.46E-03	-0.026619783	0.009731058	-2.07E-02	-0.02743531	-0.039228768	-0.022662423	0.007451845	-0.020480346	-6.99E-03	-5.55E-04	-0.019756462	-0.028183502	-0.019458149	-0.014564344	-2.23E-03	-1.36E-03	-0.032672249	-0.02408095	0.000656833	-0.031862975	0.027412953	-0.037489568	-0.03001372	-0.017940741	-0.027236411	-5.24E-03	-0.01641277	-0.027692492	-0.007118819	-0.040842993	-4.80E-03	1.29E-02	-2.39E-03	-0.000871387	-0.028403498	7.51E-03	-5.70E-04	-0.000949757	0.010706871	-1.84E-03	0.000709261	2.33E-03	-1.97E-04	-1.26E-03	3.66E-04	1.28E-03	0.009473974	9.87E-03	0.002036122	0.000500525	-0.000809962	0.000891876	0.001568971	-0.017358216	-1.43E-02	-0.001046917	1.44E-03	1.14E-02	-0.016981893	0.014913024	-0.002009033	0.005939482	-0.032373207	1.15E-02	-3.86E-03	0.012226824	
B54701	-0.00303397	0.014076943	0.001855492	-0.005696292	0.000660589	-0.033934167	-8.12E-03	-0.034860305	-0.018926189	-6.78E-03	-9.14E-03	-0.038710497	-0.034822706	-0.034075243	-0.035048991	-0.038261843	-0.039785261	-0.008483227	-3.73E-03	-0.007341942	-0.006609212	-5.24E-03	-0.007074441	-0.007855926	-0.006933955	-0.009896276	9.95E-04	-0.03178445	-0.029424915	0.002817679	-7.89E-03	-0.004585968	1.09E+00	-0.00275744	-9.57E-05	-3.05E-03	0.00181055	-1.24E-03	0.005757766	-0.024398145	0.002641964	-0.009239644	-0.026461693	-0.002490112	-0.002501806	-0.039352442	2.21E-03	-0.025191491	-0.00247483	-2.28E-02	-0.025052322	-0.036408705	-0.022246906	-0.000773692	-0.020575302	1.60E-02	-4.54E-03	-0.015633304	-0.024321026	-0.019000995	-0.008754331	-7.02E-03	7.46E-03	-0.030227049	-0.023329882	0.00068429	-0.029681819	-0.006854942	-0.034221422	-0.025911394	-0.01090099	-0.024147428	1.19E-02	-0.010984291	-0.025139766	0.011135051	-0.037253672	3.44E-02	-4.30E-03	2.93E-02	0.006178039	-0.026374036	-1.75E-03	3.32E-03	0.012551098	-0.000152924	4.69E-04	0.005508983	1.22E-02	8.05E-03	5.08E-02	2.93E-03	3.36E-03	-0.001808606	-6.94E-03	0.002960532	0.005109131	0.027635013	0.002713786	0.002151317	-0.012488532	-8.88E-03	-0.006452028	-4.22E-03	-3.28E-03	-0.010557299	-0.005176693	0.009448342	0.013875906	-0.03143117	-5.79E-03	2.12E-02	-0.001843726	
B54119	0.021407478	0.015227426	0.021609884	0.020305529	0.025770232	-0.042263012	-6.39E-03	-0.043224385	-0.020750885	9.31E-03	1.87E-02	-0.048105384	-0.040686805	-0.042866566	-0.042755314	-0.045939349	-0.046577912	-0.001609994	2.21E-03	-0.005183085	-0.004703301	1.09E-02	-0.006525943	-0.007008633	-0.006671704	-0.008183971	2.59E-02	-0.038566781	-0.035173198	0.01991757	-7.81E-03	0.011612566	-2.76E-03	1.063418508	2.29E-02	1.87E-02	0.002649722	1.03E-02	0.00373896	-0.032204425	0.001327966	-0.016362492	-0.031649889	0.016827695	0.016969371	-0.046859253	4.85E-03	-0.031475623	0.016809395	-2.54E-02	-0.030441537	-0.044364336	-0.025419582	0.009765523	-0.023707903	-3.47E-03	1.57E-03	-0.021095699	-0.030203003	-0.022330166	-0.015376661	-2.31E-03	2.91E-03	-0.038909029	-0.027571627	0.001377378	-0.036978494	0.016815851	-0.04159844	-0.034324851	-0.018609746	-0.031603385	-3.81E-03	-0.017762841	-0.030451969	-0.007834509	-0.045864812	-2.29E-03	1.38E-02	5.81E-04	0.005104651	-0.031221919	1.13E-02	1.52E-03	0.005933104	0.013188731	2.43E-03	0.003735357	9.11E-03	3.17E-03	-4.82E-04	5.08E-03	3.63E-03	0.015324821	1.99E-02	0.006916804	0.003062664	0.000361007	0.002450069	0.00359271	-0.018602633	-1.56E-02	0.004096594	9.78E-04	1.76E-02	-0.020585838	0.026830881	-0.000766947	0.013195411	-0.039055032	1.37E-02	-1.42E-03	0.020162263	
B54149	0.021954418	0.018021807	0.020205995	0.019919062	0.025200741	-0.041409988	-5.98E-03	-0.043146478	-0.020941873	8.03E-03	1.90E-02	-0.04660114	-0.040574472	-0.041388139	-0.041376014	-0.044357787	-0.045911803	-0.001004289	1.47E-03	-0.003909486	-0.004518574	1.14E-02	-0.004614374	-0.005525488	-0.005898265	-0.00664757	2.56E-02	-0.037403798	-0.034437141	0.019950855	-7.38E-03	0.012493642	-9.57E-05	0.02287373	1.06E+00	1.67E-02	0.004669086	1.20E-02	0.005048247	-0.031204094	0.003793591	-0.014463375	-0.02970159	0.019320911	0.01642599	-0.046535402	6.56E-03	-0.029619433	0.017518499	-2.46E-02	-0.030885207	-0.043757609	-0.025745812	0.011230911	-0.022835918	-3.77E-03	1.48E-03	-0.020744172	-0.029955162	-0.020800454	-0.01420761	-2.05E-03	5.04E-03	-0.037751993	-0.027887145	0.003478023	-0.036804049	0.015995469	-0.042086803	-0.033712359	-0.017332879	-0.030459379	-2.78E-03	-0.017062051	-0.030944883	-0.005995792	-0.045079534	-2.03E-03	1.44E-02	2.84E-03	0.006902097	-0.030585003	1.28E-02	3.80E-04	0.008303002	0.014862369	5.05E-03	0.005541565	9.34E-03	5.62E-03	6.32E-04	6.88E-03	5.39E-03	0.014710619	1.91E-02	0.009144064	0.003936861	0.002913055	0.002832416	0.004900866	-0.016472484	-1.51E-02	0.002681295	1.43E-03	1.86E-02	-0.018706159	0.024201985	0.000357709	0.015956476	-0.038205405	1.02E-02	-9.71E-04	0.018787211	
B54133	0.020969411	0.018593317	0.02161277	0.018804112	0.026620506	-0.045203319	-8.48E-03	-0.046541572	-0.02295728	6.77E-03	1.85E-02	-0.05005175	-0.045582379	-0.047262869	-0.044934149	-0.049809569	-0.050671379	-0.003930106	2.55E-03	-0.00616065	-0.004697746	1.00E-02	-0.006261048	-0.007758209	-0.006411604	-0.007600318	2.74E-02	-0.039792887	-0.037552211	0.021433602	-9.46E-03	0.013499676	-3.05E-03	0.01874179	1.67E-02	1.23E+00	0.002083796	1.07E-02	0.00520994	-0.032742035	0.001502854	-0.017606104	-0.032145834	0.017131936	0.016322513	-0.051185192	6.23E-03	-0.031541357	0.015970409	-2.64E-02	-0.032273475	-0.047655588	-0.028715182	0.009257289	-0.02577564	-4.81E-03	1.32E-03	-0.024087736	-0.032274624	-0.024248718	-0.015117552	-2.51E-03	2.61E-03	-0.040954036	-0.029236747	0.001888391	-0.03975427	0.013144914	-0.04603235	-0.036814325	-0.018936488	-0.033013243	-1.96E-03	-0.018074331	-0.033951827	-0.008150431	-0.048357469	-3.98E-03	1.34E-02	1.70E-03	0.0064555	-0.033039884	1.34E-02	6.16E-05	0.007254084	0.015391051	2.79E-03	0.003923801	9.57E-03	4.11E-03	-4.83E-04	5.16E-03	4.93E-03	0.013215131	1.74E-02	0.008134198	0.004496627	0.001262053	0.002559746	0.002023029	-0.020488485	-1.64E-02	0.002206859	5.76E-04	1.58E-02	-0.020492292	0.024091851	-0.003608517	0.016494804	-0.040124916	1.04E-02	-3.56E-03	0.018021925	
B55279	0.002763465	0.014028562	0.006677711	0.001963493	0.006235363	-0.033809966	-3.55E-03	-0.034345924	-0.017820698	-4.70E-04	-2.20E-03	-0.039148608	-0.033889751	-0.034136484	-0.03356859	-0.0372835	-0.036765297	-0.003848588	-1.77E-03	-0.001834685	-0.004500002	-1.36E-03	-0.002638408	-0.005039833	-0.00501187	-0.005425634	4.51E-03	-0.029461583	-0.029144631	0.006902847	-4.64E-03	0.001597841	1.81E-03	0.002649722	4.67E-03	2.08E-03	1.057138324	2.80E-03	0.007947218	-0.02413611	0.007769225	-0.012192831	-0.024699506	0.003493246	0.003483148	-0.037643651	9.67E-03	-0.025250361	0.002863702	-1.82E-02	-0.02509155	-0.035686576	-0.020503259	0.002887888	-0.018235968	-1.41E-03	-9.38E-04	-0.01918796	-0.025529043	-0.016675951	-0.011010463	-3.48E-03	2.47E-02	-0.030575142	-0.02165823	0.006911767	-0.030256914	0.000184774	-0.033809317	-0.027701699	-0.014051515	-0.025546577	-2.72E-03	-0.013709825	-0.025669638	-0.002441628	-0.037373795	1.38E-03	2.03E-03	3.37E-03	0.007311937	-0.025084138	3.23E-03	6.95E-03	0.009960797	0.003536495	7.43E-03	0.009220375	9.86E-03	1.06E-02	2.68E-03	1.08E-02	8.21E-03	0.002985042	5.37E-04	0.010011305	0.008757971	0.003865643	0.0075382	0.008998011	-0.014808047	-1.08E-02	-0.001856696	-8.19E-04	2.05E-03	-0.014983718	-0.000221511	0.004527309	0.013527847	-0.0288648	-1.25E-03	4.02E-03	0.0043247	
ABTC119649	0.015191659	0.0142757	0.01607385	0.014040993	0.017543995	-0.035411314	-4.60E-03	-0.03786733	-0.017471411	1.15E-02	1.27E-02	-0.039459372	-0.03504996	-0.03728298	-0.035303394	-0.039093203	-0.040791502	-0.001666204	2.84E-03	-0.00232818	-0.003838904	1.32E-02	-0.003095413	-0.005747764	-0.004059697	-0.005391791	2.00E-02	-0.03080946	-0.029738487	0.014907724	-5.54E-03	0.008395294	-1.24E-03	0.01033038	1.20E-02	1.07E-02	0.002799619	1.08E+00	0.00420821	-0.026380429	0.002569825	-0.013733111	-0.025655114	0.010265434	0.011062499	-0.040856206	6.34E-03	-0.02588948	0.011275702	-2.10E-02	-0.025547128	-0.037366377	-0.023247144	0.010219538	-0.020079449	-1.85E-03	2.58E-03	-0.019741521	-0.026775723	-0.019299837	-0.011164046	-1.62E-03	3.81E-03	-0.03281808	-0.02357039	0.00221669	-0.032093099	0.011874438	-0.035956175	-0.02823976	-0.014666868	-0.027997282	-1.34E-03	-0.014548038	-0.028050309	-0.005375075	-0.038982495	-2.50E-03	8.96E-03	2.45E-03	0.007471331	-0.02633596	8.78E-03	3.44E-04	0.006164089	0.013592839	4.71E-03	0.004215184	7.10E-03	2.86E-03	-1.13E-04	4.26E-03	3.85E-03	0.013884013	1.25E-02	0.007539884	0.004274734	0.00079234	0.002741873	0.003470678	-0.015882461	-1.23E-02	0.001512412	2.33E-03	1.13E-02	-0.01619972	0.016239261	-0.00038974	0.013966248	-0.032030497	8.58E-03	-4.65E-05	0.012471169	
B55371	0.005715778	0.036455574	0.009918804	0.003462842	0.008365545	-0.041014181	-6.17E-03	-0.041692844	-0.021859116	-2.58E-03	8.29E-04	-0.045970762	-0.041467231	-0.04179948	-0.041426891	-0.045420609	-0.046090009	-0.006247288	-1.52E-03	-0.005929362	-0.00519328	-1.85E-03	-0.006417243	-0.006506182	-0.007637395	-0.007414938	9.40E-03	-0.035309023	-0.033434032	0.010324298	-6.99E-03	0.001401698	5.76E-03	0.00373896	5.05E-03	5.21E-03	0.007947218	4.21E-03	1.064640284	-0.028946708	0.007020477	-0.014434497	-0.030476312	0.006020356	0.004630747	-0.045456874	1.24E-02	-0.029796136	0.004747898	-2.40E-02	-0.029806736	-0.042333998	-0.026109673	0.004560576	-0.024465094	2.22E-04	-2.54E-03	-0.020387526	-0.030311845	-0.023155618	-0.012242047	-3.65E-03	1.78E-02	-0.035784707	-0.026857684	0.006740367	-0.034693899	0.001539779	-0.04126018	-0.032593312	-0.015531382	-0.030080596	1.01E-03	-0.01574901	-0.031375941	-0.001739508	-0.043777346	4.60E-03	2.04E-03	7.69E-03	0.020085825	-0.031789178	4.75E-03	8.67E-03	0.036044256	0.006578826	1.43E-02	0.020240665	3.45E-02	2.25E-02	4.99E-03	1.17E-02	1.50E-02	0.005022251	2.57E-03	0.014841685	0.019005996	0.00647159	0.009162133	0.011622787	-0.015900094	-1.31E-02	-0.003867367	-9.58E-04	3.11E-03	-0.016601182	0.002990531	0.012205518	0.036861782	-0.036710166	-7.45E-04	5.19E-03	0.006922054	
B52751	-0.042575719	-0.053197972	-0.036397726	-0.036385963	-0.041408262	0.051357563	-6.26E-03	0.045411208	0.020965476	-2.57E-02	-4.08E-02	0.055916025	0.046572235	0.047727926	0.05149988	0.052176096	0.050143352	-0.009626681	-1.03E-02	-0.009400137	-0.006644982	-2.86E-02	-0.006762907	-0.006952589	-0.003722743	-0.005465413	-4.00E-02	0.040745917	0.039147935	-0.034153988	-7.20E-03	-0.02683487	-2.44E-02	-0.032204425	-3.12E-02	-3.27E-02	-0.02413611	-2.64E-02	-0.028946708	1.094992757	-0.026752484	0.007814642	0.033965509	-0.034846988	-0.031228086	0.049573086	-3.30E-02	0.039194223	-0.031006941	2.44E-02	0.040499256	0.051516029	0.027359402	-0.024846122	0.021208647	-2.27E-02	-1.38E-02	0.023590338	0.069334083	0.018053079	0.001724493	-1.05E-02	-2.92E-02	0.044423326	0.028736784	-0.027077652	0.040613833	-0.02767513	0.047888006	0.043035003	0.002799284	0.032837206	-2.26E-02	0.001543933	0.032459447	-0.01520504	0.052364869	-2.34E-02	-3.03E-02	-2.59E-02	-0.04172079	0.034708412	-2.91E-02	-2.31E-02	-0.040205519	-0.029437959	-3.76E-02	-0.034401271	-4.25E-02	-3.28E-02	-2.16E-02	-2.98E-02	-3.39E-02	-0.028904975	-3.59E-02	-0.034755582	-0.029602669	-0.02361485	-0.023961391	-0.024537629	0.020376088	2.65E-03	-0.01792615	-1.65E-02	-3.14E-02	-0.003076975	-0.042231603	-0.027017939	-0.052802118	0.041045276	-2.87E-02	-2.40E-02	-0.034925935	
B53877	0.002256243	0.014693945	0.007284123	-0.00088185	0.00350046	-0.035093028	-4.40E-03	-0.036742869	-0.017029287	-2.40E-03	-9.88E-04	-0.03960502	-0.035259258	-0.036015118	-0.035170177	-0.039129069	-0.039662533	-0.004281196	-1.23E-03	-0.002335145	-0.004664923	-1.35E-03	-0.004602646	-0.005026558	-0.00611268	-0.006481841	3.82E-03	-0.032504694	-0.029687307	0.00743194	-3.22E-03	0.001009798	2.64E-03	0.001327966	3.79E-03	1.50E-03	0.007769225	2.57E-03	0.007020477	-0.026752484	1.082666516	-0.012064547	-0.025818814	0.00202298	0.002980238	-0.039892839	9.70E-03	-0.026379888	0.001334598	-2.08E-02	-0.025952937	-0.037050129	-0.022530069	0.002447328	-0.019172387	-1.41E-03	-1.98E-03	-0.018783835	-0.026463565	-0.01854255	-0.01026329	-4.14E-03	8.67E-03	-0.031841497	-0.023136742	0.047420145	-0.032345542	-0.000517791	-0.035773235	-0.027679123	-0.013373877	-0.026891957	-1.81E-03	-0.014401675	-0.026476698	-0.002563874	-0.038091514	2.27E-03	2.21E-03	2.79E-03	0.008535834	-0.026360994	2.99E-03	4.66E-03	0.00971501	0.002737242	7.79E-03	0.009420821	1.28E-02	1.08E-02	2.02E-03	7.34E-03	9.01E-03	0.002631442	-2.92E-04	0.010241686	0.006969068	0.002496484	0.004251519	0.006973415	-0.015169041	-1.14E-02	-0.003554328	-1.41E-03	1.65E-03	-0.01375378	-0.000888937	0.00934752	0.013098737	-0.031131	-1.07E-03	3.38E-03	0.003226125	
B41644	-0.021406858	-0.023805701	-0.017233126	-0.020200439	-0.019976151	0.009950164	-6.88E-03	0.004045715	0.003039049	-1.51E-02	-2.32E-02	0.010300595	0.007318155	0.005491581	0.010143767	0.008199643	0.005362445	-0.009336848	-7.07E-03	-0.007460439	-0.007159281	-1.78E-02	-0.006031461	-0.0058583	-0.005949474	-0.007281546	-1.96E-02	0.00701916	0.007324475	-0.015337503	-6.47E-03	-0.016302477	-9.24E-03	-0.016362492	-1.45E-02	-1.76E-02	-0.012192831	-1.37E-02	-0.014434497	0.007814642	-0.012064547	1.08092916	0.005366125	-0.017254457	-0.017532394	0.004593132	-1.61E-02	0.008676719	-0.01578868	1.27E-03	0.008254106	0.008816623	0.001852762	-0.013022829	0.000314319	-6.22E-03	-9.50E-03	0.005458578	0.008819587	0.001903084	0.014994054	-6.87E-03	-1.44E-02	0.007017429	0.003483605	-0.014130816	0.004592426	-0.01766745	0.005871282	0.008153448	0.0349523	0.004986622	-8.54E-03	0.01052189	0.007065918	-0.001508272	0.009355076	-1.11E-02	-1.76E-02	-9.70E-03	-0.020421451	0.005617107	-1.57E-02	-1.15E-02	-0.019472142	-0.014669294	-2.03E-02	-0.015617534	-1.88E-02	-1.57E-02	-1.05E-02	-1.50E-02	-1.65E-02	-0.01570701	-2.03E-02	-0.015823149	-0.01417319	-0.01042218	-0.011557372	-0.011519495	0.005309742	1.67E-02	-0.010390529	-1.02E-02	-1.67E-02	0.013009833	-0.021377002	-0.011988229	-0.024202341	0.003344155	-1.57E-02	-9.56E-03	-0.018818188	
B46630	-0.044664482	-0.054873614	-0.037506427	-0.036610674	-0.042021135	0.053630217	-4.23E-03	0.050327259	0.026439664	-2.45E-02	-4.38E-02	0.062198127	0.054104924	0.052397004	0.056507296	0.058009388	0.055272053	-0.007820479	-9.68E-03	-0.009284836	-0.004665993	-3.06E-02	-0.006117426	-0.005843969	-0.002510611	-0.004761334	-4.06E-02	0.054749291	0.057596354	-0.034482229	-5.36E-03	-0.027112979	-2.65E-02	-0.031649889	-2.97E-02	-3.21E-02	-0.024699506	-2.57E-02	-0.030476312	0.033965509	-0.025818814	0.005366125	1.10724318	-0.033935039	-0.032842092	0.055067168	-3.17E-02	0.038410952	-0.030422313	2.51E-02	0.036890853	0.055610411	0.027724343	-0.023572734	0.022420733	-2.26E-02	-1.19E-02	0.015937376	0.035236426	0.021254771	0.001373753	-1.02E-02	-3.09E-02	0.042633807	0.029979039	-0.027208229	0.037731198	-0.029616926	0.052233602	0.042064784	0.000431349	0.028967432	-2.44E-02	0.000146771	0.03015535	-0.016450801	0.056816168	-2.62E-02	-3.10E-02	-2.72E-02	-0.043122777	0.035560226	-2.91E-02	-2.28E-02	-0.04332336	-0.028651417	-3.87E-02	-0.033577163	-4.31E-02	-3.42E-02	-2.50E-02	-3.04E-02	-3.36E-02	-0.028349067	-3.71E-02	-0.034437272	-0.03065168	-0.024462169	-0.023768166	-0.024304037	0.010947271	3.25E-03	-0.014728997	-1.67E-02	-3.10E-02	-0.005295679	-0.040921396	-0.027386191	-0.054444674	0.041213778	-2.83E-02	-2.47E-02	-0.036010127	
